image,class_x,rating,vessel_ok,class_index,status,class_y,centre,radius,blob_score,blob_contrast,blob_brightness,blob_response,final_score,vessel_centre
normal_0029_EDD.jpg,normal,1,9,29,ok,normal,"[109.0, 199.0]",45.254833995939045,0.8155364394187926,0.1037054061889648,0.977375030517578,-0.1383425593376159,0.5255554234159695,"[90.0, 209.0]"
normal_0030_EDD.jpg,normal,1,9,30,ok,normal,"[477.0, 181.0]",35.918785545899944,0.8396975100040436,0.1386578679084777,0.9598070979118348,-0.1458733677864074,0.4260516380281258,"[496.0, 189.0]"
normal_0031_EDD.jpg,normal,2,9,31,ok,normal,"[300.0, 198.0]",90.50966799187808,0.8227175831794739,0.1093842387199401,0.9797296524047852,-0.1376129388809204,0.6836178635731783,"[328.0, 204.0]"
normal_0032_EDD.jpg,normal,3,9,32,ok,normal,"[288.0, 228.0]",143.67514218359975,0.8906831562519073,0.1881529688835144,0.9853323698043824,-0.0639876425266265,0.8115611905449556,"[286.0, 201.0]"
normal_0033_EDD.jpg,normal,3,9,33,ok,normal,"[192.0, 216.0]",143.67514218359975,0.7917122721672057,0.0932343006134033,0.9800731539726256,-0.0621338188648223,0.3382368505295221,"[100.0, 192.0]"
normal_0034_EDD.jpg,normal,2,9,34,ok,normal,"[134.0, 206.0]",90.50966799187808,0.7986359119415283,0.1024304628372192,0.957671880722046,-0.1291756629943847,0.4366326132087517,"[96.0, 172.0]"
normal_0035_EDD.jpg,normal,1,9,35,ok,normal,"[128.0, 217.0]",35.918785545899944,0.8309688448905945,0.1176750659942627,0.9826582670211792,-0.1271649599075317,0.5074497719209882,"[116.0, 230.0]"
normal_0036_EDD.jpg,normal,1,9,36,ok,normal,"[474.0, 215.0]",35.918785545899944,0.8129965722560881,0.113062560558319,0.9546170830726624,-0.1585102677345276,0.4048362715628576,"[478.0, 194.0]"
normal_0037_EDD.jpg,normal,3,9,37,ok,normal,"[260.0, 200.0]",71.83757109179989,0.7703905105590819,0.0623901486396789,0.9754009246826172,-0.1260985732078552,0.8318004661077157,"[265.0, 211.0]"
normal_0038_EDD.jpg,normal,3,9,38,ok,normal,"[304.0, 204.0]",114.03503592196344,0.8332729995250701,0.1192647218704223,0.9869609475135804,-0.115678071975708,0.5764359759049249,"[347.0, 182.0]"
normal_0039_EDD.jpg,normal,1,9,39,ok,normal,"[137.0, 207.0]",45.254833995939045,0.8299996018409729,0.1449857950210571,0.938043475151062,-0.1419168710708618,0.6016391005005637,"[119.0, 208.0]"
normal_0040_EDD.jpg,normal,1,9,40,ok,normal,"[278.0, 210.0]",57.01751796098172,0.7726074218749999,0.0936846137046814,0.93388032913208,-0.1260328888893127,0.6663078599201646,"[259.0, 209.0]"
normal_0041_EDD.jpg,normal,2,9,41,ok,normal,"[278.0, 200.0]",71.83757109179989,0.7895717799663543,0.109057605266571,0.936270236968994,-0.1256250441074371,0.7181355602148427,"[259.0, 207.0]"
normal_0042_EDD.jpg,normal,1,9,42,ok,normal,"[132.0, 211.0]",57.01751796098172,0.8103898048400878,0.1261780261993408,0.9384018778800964,-0.1366523206233978,0.6137552749908222,"[110.0, 212.0]"
normal_0043_EDD.jpg,normal,1,0,43,negative_score,normal,"[474.0, 250.0]",45.254833995939045,0.8281242668628692,0.1312214732170105,0.9542377591133118,-0.1446818113327026,-0.8855173776048844,"[459.0, 334.0]"
normal_0044_EDD.jpg,normal,3,9,44,ok,normal,"[278.0, 230.0]",114.03503592196344,0.8553280770778656,0.1473334431648254,0.9764008522033693,-0.1225701868534088,0.7268837357484771,"[309.0, 227.0]"
normal_0045_EDD.jpg,normal,3,0,45,ok,normal,"[422.0, 208.0]",90.50966799187808,0.8135277390480041,0.1040259599685669,0.977828860282898,-0.1251078844070434,0.2236874773568959,"[486.0, 237.0]"
normal_0046_EDD.jpg,normal,3,9,46,ok,normal,"[298.0, 230.0]",114.03503592196344,0.8501801013946533,0.140896737575531,0.9887024164199828,-0.0859583616256713,0.6788735448615922,"[319.0, 200.0]"
normal_0047_EDD.jpg,normal,2,9,47,ok,normal,"[314.0, 210.0]",90.50966799187808,0.8594108402729034,0.1427006721496582,0.9814066290855408,-0.1486276388168335,0.9752947057799344,"[316.0, 209.0]"
normal_0048_EDD.jpg,normal,2,9,48,ok,normal,"[456.0, 212.0]",71.83757109179989,0.8271915137767791,0.1460930109024047,0.9352017641067504,-0.1322863399982452,0.7202055841147985,"[476.0, 214.0]"
normal_0049_EDD.jpg,normal,1,9,49,ok,normal,"[130.0, 192.0]",45.254833995939045,0.7510055124759674,0.0390874147415161,0.9818088412284852,-0.1232595443725586,0.8023576462394764,"[122.0, 188.0]"
normal_0050_EDD.jpg,normal,2,0,50,ok,normal,"[282.0, 216.0]",90.50966799187808,0.8517423152923583,0.1428713202476501,0.970163106918335,-0.1487841010093689,0.3481359360936515,"[282.0, 275.0]"
normal_0051_EDD.jpg,normal,1,9,51,ok,normal,"[145.0, 182.0]",45.254833995939045,0.8035923898220062,0.1099176406860351,0.951332151889801,-0.1387112140655517,0.5133621405500801,"[131.0, 165.0]"
normal_0052_EDD.jpg,normal,1,9,52,ok,normal,"[308.0, 209.0]",45.254833995939045,0.7933219969272612,0.0911122560501098,0.9667550921440125,-0.1274058818817138,0.2980913298369937,"[293.0, 181.0]"
normal_0053_EDD.jpg,normal,1,9,53,ok,normal,"[495.0, 202.0]",35.918785545899944,0.8793722987174988,0.1635575890541076,0.9795832633972168,-0.1505321264266967,0.6434665515486087,"[505.0, 194.0]"
normal_0054_EDD.jpg,normal,3,9,54,ok,normal,"[396.0, 220.0]",143.67514218359975,0.8014348745346068,0.1150239706039428,0.9674252271652222,-0.0460662245750427,0.21523000845712,"[508.0, 207.0]"
normal_0055_EDD.jpg,normal,3,9,55,ok,normal,"[204.0, 220.0]",143.67514218359975,0.8097126632928847,0.1156140565872192,0.9743521809577942,-0.0602604001760482,0.3880610297292679,"[121.0, 191.0]"
normal_0056_EDD.jpg,normal,3,9,56,ok,normal,"[292.0, 240.0]",143.67514218359975,0.8578289628028869,0.154859721660614,0.9869832396507264,-0.0604048669338226,0.6947041517949544,"[322.0, 208.0]"
normal_0057_EDD.jpg,normal,2,9,57,ok,normal,"[294.0, 214.0]",90.50966799187808,0.8227069973945618,0.1094456315040588,0.9836676716804504,-0.1234699785709381,0.8429706934199861,"[303.0, 203.0]"
normal_0058_EDD.jpg,normal,3,9,58,ok,normal,"[278.0, 206.0]",90.50966799187808,0.7914653360843659,0.0943425893783569,0.962620973587036,-0.116440325975418,0.91092379491413,"[286.0, 207.0]"
normal_0059_EDD.jpg,normal,1,9,59,ok,normal,"[317.0, 218.0]",45.254833995939045,0.7640282869338989,0.050611138343811,0.9854875802993774,-0.1178792119026184,0.6436951796565195,"[325.0, 204.0]"
normal_0060_EDD.jpg,normal,1,9,60,ok,normal,"[276.0, 261.0]",45.254833995939045,0.7739353418350219,0.0621612071990966,0.9831448793411256,-0.1178635954856872,0.5848334295129243,"[268.0, 278.0]"
normal_0061_EDD.jpg,normal,1,9,61,ok,normal,"[465.0, 214.0]",35.918785545899944,0.80966756939888,0.0897259712219238,0.9905264973640442,-0.1328652501106262,0.6825684922887694,"[476.0, 211.0]"
normal_0062_EDD.jpg,normal,3,9,62,ok,normal,"[180.0, 224.0]",90.50966799187808,0.7965224921703338,0.0985827445983886,0.968412697315216,-0.1002542972564697,0.2797230892739932,"[131.0, 181.0]"
normal_0063_EDD.jpg,normal,1,9,63,ok,normal,"[474.0, 214.0]",45.254833995939045,0.8542263627052307,0.147096037864685,0.9687834978103638,-0.144909381866455,0.6355655065721688,"[490.0, 210.0]"
normal_0064_EDD.jpg,normal,1,9,64,ok,normal,"[279.0, 191.0]",57.01751796098172,0.7778231859207153,0.0841274261474609,0.9547420740127563,-0.1268815398216247,0.7488873319060585,"[265.0, 194.0]"
normal_0065_EDD.jpg,normal,1,9,65,ok,normal,"[136.0, 195.0]",45.254833995939045,0.8242600798606872,0.120900809764862,0.9646472930908204,-0.1405308246612548,0.6875,"[122.0, 193.0]"
normal_0066_EDD.jpg,normal,1,9,66,ok,normal,"[475.0, 213.0]",45.254833995939045,0.8395570039749145,0.1286960244178772,0.9764120578765868,-0.1368626952171325,0.6656103975151142,"[490.0, 215.0]"
normal_0067_EDD.jpg,normal,1,9,67,ok,normal,"[135.0, 195.0]",45.254833995939045,0.8079608559608459,0.100401222705841,0.973857879638672,-0.1292955875396728,0.7339158380324,"[123.0, 194.0]"
normal_0068_EDD.jpg,normal,2,9,68,ok,normal,"[274.0, 216.0]",90.50966799187808,0.817597097158432,0.1302064657211303,0.9469050168991088,-0.122785598039627,0.734375,"[267.0, 193.0]"
normal_0069_EDD.jpg,normal,1,9,69,ok,normal,"[128.0, 201.0]",57.01751796098172,0.7864697456359863,0.0887702107429504,0.9622730016708374,-0.1205421686172485,0.5894349551052224,"[106.0, 209.0]"
normal_0070_EDD.jpg,normal,1,9,70,ok,normal,"[485.0, 189.0]",45.254833995939045,0.8103809833526611,0.0954461097717285,0.9835375547409058,-0.1322929263114929,0.3352485191817923,"[514.0, 181.0]"
normal_0071_EDD.jpg,normal,1,0,71,negative_score,normal,"[139.0, 194.0]",45.254833995939045,0.8097016394138337,0.0986284613609314,0.9738776087760924,-0.1467942595481872,-4.296160534410753,"[268.0, 396.0]"
normal_0072_EDD.jpg,normal,2,9,72,ok,normal,"[294.0, 208.0]",90.50966799187808,0.8234103858470916,0.1107686161994934,0.9772050976753236,-0.1429910063743591,0.8449263028025062,"[293.0, 194.0]"
normal_0073_EDD.jpg,normal,3,9,73,ok,normal,"[304.0, 222.0]",114.03503592196344,0.8650837123394012,0.152653157711029,0.9804368615150452,-0.1306237578392028,0.7805938165923383,"[329.0, 221.0]"
normal_0074_EDD.jpg,normal,3,9,74,ok,normal,"[162.0, 204.0]",90.50966799187808,0.8093293964862823,0.1117235422134399,0.964196801185608,-0.1133404672145843,0.3632932324747129,"[117.0, 168.0]"
normal_0075_EDD.jpg,normal,2,9,75,ok,normal,"[164.0, 198.0]",71.83757109179989,0.8410343825817107,0.1365976333618164,0.9658376574516296,-0.1417519450187683,0.4881570734802078,"[138.0, 224.0]"
normal_0076_EDD.jpg,normal,1,9,76,ok,normal,"[509.0, 229.0]",45.254833995939045,0.8527794420719146,0.1709375977516174,0.9307021498680116,-0.151751697063446,0.8218475898282598,"[517.0, 228.0]"
normal_0077_EDD.jpg,normal,2,9,77,ok,normal,"[308.0, 212.0]",71.83757109179989,0.7942237615585327,0.1020013093948364,0.9517415761947632,-0.1300167441368103,0.8255792352704985,"[319.0, 218.0]"
normal_0078_EDD.jpg,normal,2,9,78,ok,normal,"[298.0, 214.0]",71.83757109179989,0.7990865230560302,0.1094629764556884,0.947396993637085,-0.1322282552719116,0.7838989478580509,"[283.0, 210.0]"
normal_0079_EDD.jpg,normal,1,9,79,ok,normal,"[108.0, 197.0]",45.254833995939045,0.8469424605369568,0.1453415751457214,0.962827444076538,-0.1381083726882934,0.6464466094067263,"[92.0, 197.0]"
normal_0080_EDD.jpg,normal,1,9,80,ok,normal,"[278.0, 222.0]",57.01751796098172,0.8066699624061584,0.1486049890518188,0.9017961025238036,-0.134038507938385,0.693703798041084,"[295.0, 226.0]"
normal_0081_EDD.jpg,normal,1,9,81,ok,normal,"[507.0, 256.0]",45.254833995939045,0.8534885942935942,0.1444298028945922,0.9745637774467468,-0.1343207359313964,0.6922231936938718,"[520.0, 251.0]"
normal_0082_EDD.jpg,normal,1,9,82,ok,normal,"[463.0, 208.0]",57.01751796098172,0.8104019701480865,0.1172000765800476,0.9520582556724548,-0.1338055729866027,0.6838207445357983,"[481.0, 209.0]"
normal_0083_EDD.jpg,normal,2,9,83,ok,normal,"[272.0, 222.0]",90.50966799187808,0.8190884232521056,0.108852744102478,0.974549412727356,-0.1402554512023925,0.5788490008767639,"[310.0, 225.0]"
normal_0084_EDD.jpg,normal,2,9,84,ok,normal,"[442.0, 208.0]",71.83757109179989,0.8254031360149383,0.1196643710136413,0.9691528677940368,-0.1366587877273559,0.5941572211987767,"[471.0, 205.0]"
normal_0085_EDD.jpg,normal,3,9,85,ok,normal,"[328.0, 202.0]",90.50966799187808,0.8223446071147918,0.1020134687423706,0.9871620535850524,-0.1465885043144226,0.7790291308792039,"[348.0, 202.0]"
normal_0086_EDD.jpg,normal,3,9,86,ok,normal,"[168.0, 208.0]",90.50966799187808,0.8367526471614838,0.124382734298706,0.9774269461631776,-0.1408552527427673,0.4119309604200372,"[120.0, 185.0]"
normal_0087_EDD.jpg,normal,3,9,87,ok,normal,"[296.0, 220.0]",143.67514218359975,0.8542941927909851,0.152985394001007,0.9840365648269652,-0.0624160170555114,0.7112587717340119,"[336.0, 209.0]"
normal_0088_EDD.jpg,normal,1,9,88,ok,normal,"[483.0, 214.0]",35.918785545899944,0.8212996006011962,0.1002483367919921,0.9909416437149048,-0.1369605660438537,0.5137850867965528,"[500.0, 210.0]"
normal_0089_EDD.jpg,normal,3,9,89,ok,normal,"[444.0, 214.0]",90.50966799187808,0.8021730780601501,0.1029479503631591,0.9633559584617616,-0.1243797838687896,0.3996054357237234,"[497.0, 226.0]"
normal_0090_EDD.jpg,normal,2,9,90,ok,normal,"[292.0, 186.0]",90.50966799187808,0.8164795458316803,0.0940405130386352,0.9902326464653016,-0.1463809013366699,0.5978269476176954,"[279.0, 220.0]"
normal_0091_EDD.jpg,normal,3,9,91,ok,normal,"[166.0, 204.0]",90.50966799187808,0.8103967249393463,0.1015074849128723,0.9752787947654724,-0.1309704184532165,0.4898491338339217,"[120.0, 200.0]"
normal_0092_EDD.jpg,normal,1,9,92,ok,normal,"[286.0, 234.0]",57.01751796098172,0.7720392882823944,0.0953354239463806,0.931037962436676,-0.1248864531517028,0.5229020485232903,"[308.0, 218.0]"
normal_0093_EDD.jpg,normal,2,9,93,ok,normal,"[286.0, 196.0]",90.50966799187808,0.820627099275589,0.1174882054328918,0.9661457538604736,-0.134184330701828,0.9601639100500564,"[288.0, 199.0]"
normal_0094_EDD.jpg,normal,1,9,94,ok,normal,"[124.0, 194.0]",45.254833995939045,0.8830445051193238,0.1920645833015442,0.9451454877853394,-0.1468904018402099,0.2977435920548678,"[111.0, 223.0]"
normal_0095_EDD.jpg,normal,1,9,95,ok,normal,"[469.0, 217.0]",45.254833995939045,0.8794531047344207,0.1910868883132934,0.9410722851753236,-0.1480780839920044,0.5034297318102905,"[490.0, 209.0]"
normal_0096_EDD.jpg,normal,3,9,96,ok,normal,"[328.0, 218.0]",114.03503592196344,0.8653196156024932,0.1476795673370361,0.9873325824737548,-0.1325362026691436,0.7718313196277601,"[354.0, 217.0]"
normal_0097_EDD.jpg,normal,1,9,97,ok,normal,"[454.0, 225.0]",57.01751796098172,0.8548808753490447,0.1767784357070922,0.9282706379890442,-0.1415649652481079,0.5507960033044834,"[474.0, 209.0]"
normal_0098_EDD.jpg,normal,1,9,98,ok,normal,"[313.0, 197.0]",45.254833995939045,0.778040212392807,0.1025892496109008,0.9291854500770568,-0.1251057386398315,0.7118892357095973,"[300.0, 196.0]"
normal_0099_EDD.jpg,normal,1,9,99,ok,normal,"[123.0, 186.0]",35.918785545899944,0.8291620910167694,0.1196535229682922,0.9786476492881776,-0.1222760677337646,0.7478927808801967,"[114.0, 187.0]"
normal_0100_EDD.jpg,normal,2,9,100,ok,normal,"[302.0, 222.0]",90.50966799187808,0.8142210066318512,0.1152251362800598,0.9581573009490968,-0.1414287984371185,0.8559446178547987,"[315.0, 221.0]"
normal_0101_EDD.jpg,normal,1,9,101,ok,normal,"[108.0, 205.0]",45.254833995939045,0.7918954372406005,0.0972883105278015,0.9545164108276368,-0.1322281956672668,0.3888247745122517,"[90.0, 184.0]"
normal_0102_EDD.jpg,normal,3,9,102,ok,normal,"[300.0, 228.0]",114.03503592196344,0.8557611525058746,0.1392738223075866,0.9892296195030212,-0.1201329827308654,0.9332154978135356,"[303.0, 235.0]"
normal_0103_EDD.jpg,normal,1,9,103,ok,normal,"[452.0, 232.0]",45.254833995939045,0.8128294169902801,0.0992240905761718,0.9819716811180116,-0.1311257481575012,0.5967660031073769,"[470.0, 235.0]"
normal_0104_EDD.jpg,normal,2,9,104,ok,normal,"[298.0, 206.0]",90.50966799187808,0.815670359134674,0.1122460961341857,0.96479332447052,-0.1403446793556213,0.7231242945832914,"[320.0, 194.0]"
normal_0105_EDD.jpg,normal,2,9,105,ok,normal,"[298.0, 208.0]",90.50966799187808,0.8149980723857879,0.1193093061447143,0.959660530090332,-0.1196319758892059,0.8342718481594029,"[307.0, 220.0]"
normal_0106_EDD.jpg,normal,1,9,106,ok,normal,"[115.0, 209.0]",45.254833995939045,0.7932655751705169,0.0852807164192199,0.9770476222038268,-0.1202576160430908,0.6402854864618333,"[103.0, 198.0]"
normal_0107_EDD.jpg,normal,2,9,107,ok,normal,"[272.0, 216.0]",90.50966799187808,0.8093946158885955,0.1006812453269958,0.9769276976585388,-0.1243199110031127,0.91092379491413,"[265.0, 212.0]"
normal_0108_EDD.jpg,normal,1,9,108,ok,normal,"[487.0, 215.0]",45.254833995939045,0.8480947852134705,0.1353813409805297,0.9744237661361694,-0.1530840396881103,0.5749540466020174,"[506.0, 218.0]"
normal_0109_EDD.jpg,normal,2,9,109,ok,normal,"[280.0, 230.0]",90.50966799187808,0.813138210773468,0.1113839745521545,0.9645149111747742,-0.1329689919948578,0.8779648488139585,"[279.0, 219.0]"
normal_0110_EDD.jpg,normal,2,9,110,ok,normal,"[320.0, 214.0]",90.50966799187808,0.8191091537475585,0.1182359457015991,0.9635398387908936,-0.1319766044616699,0.7999023675802235,"[338.0, 212.0]"
normal_0111_EDD.jpg,normal,1,9,111,ok,normal,"[455.0, 218.0]",57.01751796098172,0.8401874125003814,0.1544713973999023,0.9407727122306824,-0.1358755826950073,0.575801015024064,"[479.0, 215.0]"
normal_0112_EDD.jpg,normal,2,9,112,ok,normal,"[298.0, 226.0]",71.83757109179989,0.8229060530662535,0.147756278514862,0.9254170656204224,-0.1367891430854797,0.6795308009923715,"[321.0, 225.0]"
normal_0113_EDD.jpg,normal,1,9,113,ok,normal,"[110.0, 219.0]",45.254833995939045,0.8798101246356963,0.1988033056259155,0.9324782490730286,-0.1413602232933044,0.5807372542187894,"[92.0, 213.0]"
normal_0114_EDD.jpg,normal,3,9,114,ok,normal,"[148.0, 154.0]",90.50966799187808,0.7651168227195739,0.0679249167442321,0.9683152437210084,-0.0968561768531799,0.1451825395881294,"[79.0, 189.0]"
normal_0115_EDD.jpg,normal,1,9,115,ok,normal,"[456.0, 191.0]",45.254833995939045,0.7892437458038329,0.0875091552734375,0.968052864074707,-0.1204879283905029,0.6430106356626293,"[471.0, 197.0]"
normal_0116_EDD.jpg,normal,4,9,116,negative_score,normal,"[210.0, 214.0]",71.83757109179989,0.7148490130901336,0.053682267665863,0.923124134540558,-0.0748992562294006,-3.597828562052494,"[540.0, 228.0]"
normal_0117_EDD.jpg,normal,3,9,117,ok,normal,"[284.0, 208.0]",90.50966799187808,0.8091119527816772,0.0959260463714599,0.9840508103370668,-0.1217516958713531,0.2677890928837512,"[350.0, 202.0]"
normal_0118_EDD.jpg,normal,1,9,118,ok,normal,"[301.0, 220.0]",57.01751796098172,0.7692113637924194,0.0798889994621276,0.9492186307907104,-0.1243466138839721,0.6932020840243058,"[286.0, 229.0]"
normal_0119_EDD.jpg,normal,1,9,119,ok,normal,"[498.0, 222.0]",45.254833995939045,0.8541346311569213,0.1864237189292907,0.9105061292648317,-0.1517831087112426,0.59375,"[515.0, 215.0]"
normal_0120_EDD.jpg,normal,1,9,120,ok,normal,"[124.0, 189.0]",35.918785545899944,0.8275433540344238,0.1118366718292236,0.985454559326172,-0.1294424533843994,0.7433224894112469,"[118.0, 182.0]"
normal_0121_EDD.jpg,normal,2,9,121,ok,normal,"[306.0, 200.0]",71.83757109179989,0.7641962587833404,0.0625521540641784,0.966155171394348,-0.1266774237155914,0.6918611906728925,"[299.0, 221.0]"
normal_0122_EDD.jpg,normal,2,9,122,ok,normal,"[466.0, 204.0]",71.83757109179989,0.798883843421936,0.106641411781311,0.951848566532135,-0.1297421753406524,0.542109123305927,"[497.0, 215.0]"
normal_0123_EDD.jpg,normal,1,9,123,ok,normal,"[310.0, 224.0]",35.918785545899944,0.8142830789089203,0.1035283803939819,0.9815097451210022,-0.118489384651184,0.6338142774577387,"[297.0, 226.0]"
normal_0124_EDD.jpg,normal,1,9,124,ok,normal,"[302.0, 232.0]",35.918785545899944,0.8122163593769074,0.0963804721832275,0.9871265292167664,-0.1242365837097168,0.3023169410819939,"[324.0, 220.0]"
normal_0125_EDD.jpg,normal,1,9,125,ok,normal,"[474.0, 228.0]",35.918785545899944,0.8787817120552063,0.1655914783477783,0.9761010408401488,-0.1495975255966186,0.383722381345785,"[495.0, 221.0]"
normal_0126_EDD.jpg,normal,1,9,126,ok,normal,"[141.0, 181.0]",45.254833995939045,0.8309825897216796,0.1289116144180297,0.9651085138320924,-0.1324750781059265,0.6016391005005637,"[124.0, 175.0]"
normal_0127_EDD.jpg,normal,1,9,127,ok,normal,"[486.0, 206.0]",57.01751796098172,0.8472101807594299,0.153620183467865,0.949120044708252,-0.1460298299789428,0.5339912809014993,"[511.0, 197.0]"
normal_0128_EDD.jpg,normal,2,9,128,ok,normal,"[316.0, 220.0]",90.50966799187808,0.843894100189209,0.1341230869293213,0.9718254804611206,-0.1474658846855163,0.7820886612346664,"[333.0, 210.0]"
normal_0129_EDD.jpg,normal,1,9,129,ok,normal,"[106.0, 194.0]",57.01751796098172,0.8304916322231292,0.1365661025047302,0.9488282799720764,-0.1487286686897277,0.6799529645716542,"[88.0, 191.0]"
