image,class_x,candidate_num,rating,class_index,centre,radius,blob_score,blob_contrast,blob_brightness,blob_response,final_score,vessel_centre
normal_0028_EDD,normal,5,4,35,"[243.0, 297.0]",57.01751796098172,0.7382301330566406,0.031659483909606934,0.9945752024650574,-0.05184003710746765,-1.9671130507149432,"[129.0, 172.0]"
normal_0028_EDD,normal,6,2,36,"[128.0, 180.0]",71.83757109179989,0.7517071545124054,0.05215322971343994,0.9885182976722717,-0.03795558214187622,0.8877710141675594,"[129.0, 172.0]"
normal_0028_EDD,normal,7,4,37,"[238.0, 290.0]",71.83757109179989,0.7546851098537444,0.04918217658996582,0.9930245280265808,-0.051928818225860596,-1.2361467010481046,"[129.0, 172.0]"
normal_0029_EDD,normal,1,4,38,"[244.0, 162.0]",45.254833995939045,0.6970876276493072,0.042619168758392334,0.9243502616882324,-0.03711637854576111,-2.557905480229906,"[90.0, 209.0]"
normal_0029_EDD,normal,2,4,39,"[229.0, 180.0]",57.01751796098172,0.7013458758592606,0.04717963933944702,0.9233533143997192,-0.039094582200050354,-1.4903391562749988,"[90.0, 209.0]"
normal_0030_EDD,normal,1,3,40,"[408.0, 210.0]",90.50966799187809,0.7654780685901642,0.11755597591400146,0.9035854339599609,-0.07706144452095032,0.00042733740237776985,"[496.0, 189.0]"
normal_0032_EDD,normal,1,4,41,"[381.0, 248.0]",35.918785545899944,0.7296866357326507,0.0227205753326416,0.9942139387130737,-0.05508151650428772,-1.9508393451233332,"[286.0, 201.0]"
normal_0032_EDD,normal,2,4,42,"[223.0, 177.0]",45.254833995939045,0.7249405682086945,0.02049422264099121,0.9938288331031799,-0.043830811977386475,-0.4897108045691283,"[286.0, 201.0]"
normal_0032_EDD,normal,3,4,43,"[220.0, 297.0]",45.254833995939045,0.7271218478679656,0.023223042488098145,0.9928085207939148,-0.044664204120635986,-1.5742869158273711,"[286.0, 201.0]"
normal_0032_EDD,normal,4,4,44,"[228.0, 293.0]",57.01751796098172,0.7372133314609527,0.0335041880607605,0.9922600388526917,-0.04563558101654053,-0.9074244703005945,"[286.0, 201.0]"
normal_0032_EDD,normal,5,4,45,"[234.0, 288.0]",71.83757109179989,0.7502440989017486,0.047899067401885986,0.9901655912399292,-0.04614558815956116,-0.41090250366989434,"[286.0, 201.0]"
normal_0033_EDD,normal,1,4,46,"[187.0, 122.0]",35.918785545899944,0.7227513015270233,0.01784735918045044,0.995081901550293,-0.04173305630683899,-2.108809913867723,"[100.0, 192.0]"
normal_0033_EDD,normal,2,4,47,"[377.0, 165.0]",35.918785545899944,0.7245980992913246,0.030997931957244873,0.985412061214447,-0.019058622419834137,-6.748390416377187,"[100.0, 192.0]"
normal_0033_EDD,normal,3,1,48,"[114.0, 201.0]",45.254833995939045,0.716782784461975,0.016354084014892578,0.993147611618042,-0.026126861572265625,0.6322311782518806,"[100.0, 192.0]"
normal_0033_EDD,normal,4,4,49,"[250.0, 155.0]",57.01751796098172,0.7327374219894409,0.025105297565460205,0.9948745965957642,-0.056099534034729004,-1.7096225890667576,"[100.0, 192.0]"
normal_0033_EDD,normal,5,4,50,"[235.0, 316.0]",57.01751796098172,0.7467544078826903,0.040520429611206055,0.99354487657547,-0.05376282334327698,-2.2149024029247686,"[100.0, 192.0]"
normal_0033_EDD,normal,6,4,51,"[238.0, 156.0]",71.83757109179989,0.7419003725051879,0.03576630353927612,0.9928219318389893,-0.055793583393096924,-0.9852894484114336,"[100.0, 192.0]"
normal_0035_EDD,normal,1,4,52,"[238.0, 190.0]",45.254833995939045,0.7007285296916961,0.05322831869125366,0.9139955639839172,-0.0385165810585022,-1.8370456684727512,"[116.0, 230.0]"
normal_0035_EDD,normal,2,4,53,"[208.0, 289.0]",45.254833995939045,0.6976071476936341,0.04178738594055176,0.9234699606895447,-0.046953946352005005,-1.4150609787850077,"[116.0, 230.0]"
normal_0036_EDD,normal,1,4,54,"[359.0, 303.0]",35.918785545899944,0.7109660029411315,0.0446811318397522,0.935716450214386,-0.05641677975654602,-3.492783829731972,"[478.0, 194.0]"
normal_0036_EDD,normal,2,4,55,"[361.0, 176.0]",45.254833995939045,0.7420044004917145,0.05780386924743652,0.9520793557167053,-0.08872491121292114,-1.6157762053069447,"[478.0, 194.0]"
normal_0036_EDD,normal,3,4,56,"[365.0, 297.0]",45.254833995939045,0.7164753854274749,0.054319798946380615,0.9302304983139038,-0.05497118830680847,-2.3786149621553503,"[478.0, 194.0]"
normal_0036_EDD,normal,4,4,57,"[384.0, 206.0]",114.03503592196344,0.7339031815528869,0.0924532413482666,0.9023961424827576,-0.04886320233345032,0.1690022179788212,"[478.0, 194.0]"
normal_0038_EDD,normal,1,4,58,"[374.0, 242.0]",35.918785545899944,0.7233639121055602,0.017436563968658447,0.9911884069442749,-0.06047731637954712,-0.8317750892302733,"[347.0, 182.0]"
normal_0039_EDD,normal,1,4,59,"[272.0, 181.0]",35.918785545899944,0.6510374039411544,0.04662299156188965,0.8537873029708862,-0.03381650149822235,-3.3254271032118217,"[119.0, 208.0]"
normal_0039_EDD,normal,2,4,60,"[265.0, 182.0]",45.254833995939045,0.6541063904762268,0.05255049467086792,0.8495759963989258,-0.0342634916305542,-2.2769316822295824,"[119.0, 208.0]"
normal_0043_EDD,normal,1,4,61,"[368.0, 163.0]",35.918785545899944,0.6425529003143311,0.02748727798461914,0.8714348077774048,-0.025306284427642822,-4.392887309338658,"[459.0, 334.0]"
normal_0044_EDD,normal,1,4,62,"[266.0, 316.0]",57.01751796098172,0.7822635412216187,0.07685840129852295,0.9820252656936646,-0.08993726968765259,-0.7335603842463485,"[309.0, 227.0]"
normal_0044_EDD,normal,2,3,63,"[278.0, 218.0]",90.50966799187809,0.7977421879768372,0.0835314393043518,0.9851924180984497,-0.12288028001785278,0.6433527434214585,"[309.0, 227.0]"
normal_0045_EDD,normal,1,1,64,"[473.0, 196.0]",45.254833995939045,0.7790222346782684,0.06886821985244751,0.9869123101234436,-0.096576988697052,0.049568354640903145,"[486.0, 237.0]"
normal_0046_EDD,normal,1,4,65,"[376.0, 213.0]",57.01751796098172,0.7406388938426971,0.03605133295059204,0.9909738302230835,-0.054529398679733276,-0.025363186959168837,"[319.0, 200.0]"
normal_0048_EDD,normal,1,4,66,"[373.0, 170.0]",35.918785545899944,0.6533525884151459,0.02960646152496338,0.8847070336341858,-0.022256016731262207,-2.118269799339872,"[476.0, 214.0]"
normal_0049_EDD,normal,1,4,67,"[228.0, 190.0]",35.918785545899944,0.7354983389377593,0.03761887550354004,0.9759558439254761,-0.07355186343193054,-1.9516272511527162,"[122.0, 188.0]"
normal_0049_EDD,normal,2,4,68,"[177.0, 297.0]",45.254833995939045,0.727370822429657,0.02386075258255005,0.9810999035835266,-0.08370068669319153,-1.6978362278870818,"[122.0, 188.0]"
normal_0051_EDD,normal,1,4,69,"[283.0, 168.0]",35.918785545899944,0.6860725820064544,0.043434977531433105,0.9060546159744263,-0.04199686646461487,-3.232593058757881,"[131.0, 165.0]"
normal_0051_EDD,normal,2,4,70,"[238.0, 184.0]",35.918785545899944,0.6778859257698059,0.02711409330368042,0.9187375903129578,-0.03827759623527527,-2.0255428251131993,"[131.0, 165.0]"
normal_0051_EDD,normal,3,4,71,"[244.0, 307.0]",35.918785545899944,0.6530074685811996,0.02672290802001953,0.8883489966392517,-0.022201314568519592,-4.05235668075065,"[131.0, 165.0]"
normal_0051_EDD,normal,4,4,72,"[270.0, 171.0]",45.254833995939045,0.6908598750829696,0.04853111505508423,0.9059422016143799,-0.040846094489097595,-2.0743552423638354,"[131.0, 165.0]"
normal_0051_EDD,normal,5,4,73,"[104.0, 112.0]",362.03867196751236,0.6901554979383946,0.17079627513885498,0.7391254305839539,-0.00985710695385933,0.8357051496498977,"[131.0, 165.0]"
normal_0053_EDD,normal,1,4,74,"[373.0, 171.0]",57.01751796098172,0.7120528161525725,0.05777251720428467,0.9189645051956177,-0.055025726556777954,-1.3499585792955893,"[505.0, 194.0]"
normal_0054_EDD,normal,1,4,75,"[381.0, 128.0]",35.918785545899944,0.7221296310424804,0.019865334033966064,0.9908304214477539,-0.04341500997543335,-3.1640060111393913,"[508.0, 207.0]"
normal_0054_EDD,normal,2,4,76,"[238.0, 183.0]",35.918785545899944,0.7306296050548553,0.022695481777191162,0.994780957698822,-0.05793726444244385,-6.546596128854302,"[508.0, 207.0]"
normal_0054_EDD,normal,3,4,77,"[393.0, 256.0]",35.918785545899944,0.7110623896121978,0.010730087757110596,0.9924288392066956,-0.028160572052001953,-2.480184478293727,"[508.0, 207.0]"
normal_0054_EDD,normal,4,4,78,"[442.0, 344.0]",35.918785545899944,0.7252430111169815,0.03795868158340454,0.9760497808456421,-0.020247414708137512,-3.2336916726521636,"[508.0, 207.0]"
normal_0054_EDD,normal,5,1,79,"[496.0, 234.0]",45.254833995939045,0.7707598984241486,0.07001274824142456,0.9891223907470703,-0.0418073832988739,0.3471067995069944,"[508.0, 207.0]"
normal_0054_EDD,normal,6,4,80,"[401.0, 249.0]",45.254833995939045,0.711478579044342,0.010944604873657227,0.9930310845375061,-0.02706107497215271,-1.5400118417538922,"[508.0, 207.0]"
normal_0054_EDD,normal,7,4,81,"[340.0, 156.0]",57.01751796098172,0.7429919064044952,0.03550368547439575,0.9935874938964844,-0.059884876012802124,-2.0792378367108326,"[508.0, 207.0]"
normal_0055_EDD,normal,1,4,82,"[272.0, 158.0]",45.254833995939045,0.7365579783916473,0.02764970064163208,0.9947512149810791,-0.06291213631629944,-2.4154119901557993,"[121.0, 191.0]"
normal_0055_EDD,normal,2,2,83,"[140.0, 175.0]",45.254833995939045,0.7311920940876007,0.028781533241271973,0.9941038489341736,-0.03268933296203613,0.45111974780467823,"[121.0, 191.0]"
normal_0056_EDD,normal,1,4,84,"[383.0, 228.0]",57.01751796098172,0.7334055423736572,0.030176639556884766,0.9926303029060364,-0.041938453912734985,-0.1258823196538672,"[322.0, 208.0]"
normal_0056_EDD,normal,2,3,85,"[376.0, 228.0]",71.83757109179989,0.7462360858917236,0.04429030418395996,0.990769624710083,-0.04203522205352783,0.19840385302051156,"[322.0, 208.0]"
normal_0059_EDD,normal,1,4,86,"[268.0, 325.0]",35.918785545899944,0.7319340050220489,0.038229286670684814,0.9677537679672241,-0.08138540387153625,-2.723775806842371,"[325.0, 204.0]"
normal_0059_EDD,normal,2,2,87,"[314.0, 209.0]",57.01751796098172,0.7514970481395722,0.04765135049819946,0.9716114401817322,-0.11858844757080078,0.788081866666605,"[325.0, 204.0]"
normal_0060_EDD,normal,1,4,88,"[300.0, 167.0]",35.918785545899944,0.7130544424057007,0.02788364887237549,0.9627601504325867,-0.05619344115257263,-2.216159989397325,"[268.0, 278.0]"
normal_0060_EDD,normal,2,2,89,"[272.0, 254.0]",57.01751796098172,0.7560120940208435,0.054873645305633545,0.9682379961013794,-0.11685925722122192,0.5732706194288724,"[268.0, 278.0]"
normal_0060_EDD,normal,3,2,90,"[268.0, 240.0]",71.83757109179989,0.7591477632522583,0.06413167715072632,0.9603292346000671,-0.11392810940742493,0.4710288861041737,"[268.0, 278.0]"
normal_0061_EDD,normal,1,4,91,"[354.0, 165.0]",45.254833995939045,0.7280988752841949,0.05073201656341553,0.9503641724586487,-0.06055968999862671,-1.881107642904027,"[476.0, 211.0]"
normal_0062_EDD,normal,1,4,92,"[240.0, 176.0]",35.918785545899944,0.730024915933609,0.032759785652160645,0.9753560423851013,-0.07257950305938721,-2.037814808526841,"[131.0, 181.0]"
normal_0062_EDD,normal,2,1,93,"[140.0, 181.0]",35.918785545899944,0.7760384738445282,0.060120344161987305,0.989752471446991,-0.11545699834823608,0.7494347355230296,"[131.0, 181.0]"
normal_0062_EDD,normal,3,4,94,"[219.0, 257.0]",35.918785545899944,0.7303506851196289,0.02584940195083618,0.9837942123413086,-0.07922667264938354,-2.237178904097488,"[131.0, 181.0]"
normal_0062_EDD,normal,4,4,95,"[215.0, 260.0]",45.254833995939045,0.7276049017906188,0.026628553867340088,0.9787560701370239,-0.0792354941368103,-1.548072954459899,"[131.0, 181.0]"
normal_0063_EDD,normal,1,4,96,"[363.0, 171.0]",35.918785545899944,0.6469265282154083,0.028516530990600586,0.8773622512817383,-0.021282106637954712,-2.6987136546165647,"[490.0, 210.0]"
normal_0064_EDD,normal,1,4,97,"[306.0, 311.0]",35.918785545899944,0.6960965454578399,0.050379931926727295,0.9080023169517517,-0.05057495832443237,-2.451558904532929,"[265.0, 194.0]"
normal_0065_EDD,normal,1,4,98,"[261.0, 171.0]",35.918785545899944,0.6710143417119979,0.039661407470703125,0.8948113322257996,-0.024925008416175842,-2.918012156055058,"[122.0, 193.0]"
normal_0066_EDD,normal,1,4,99,"[401.0, 315.0]",35.918785545899944,0.6608587801456451,0.024689674377441406,0.9039239883422852,-0.01711156964302063,-2.7270007114155,"[490.0, 215.0]"
normal_0067_EDD,normal,1,4,100,"[260.0, 172.0]",35.918785545899944,0.7092005431652069,0.046233177185058594,0.9349095225334167,-0.04265350103378296,-2.8630253772408616,"[123.0, 194.0]"
normal_0067_EDD,normal,2,4,101,"[251.0, 181.0]",45.254833995939045,0.7156619071960448,0.054872870445251465,0.9318907260894775,-0.0423276424407959,-1.8429772301673464,"[123.0, 194.0]"
normal_0068_EDD,normal,1,4,102,"[306.0, 311.0]",35.918785545899944,0.737243741750717,0.056617558002471924,0.9499117136001587,-0.07843992114067078,-2.459969831400778,"[267.0, 193.0]"
normal_0068_EDD,normal,2,2,103,"[276.0, 200.0]",71.83757109179989,0.7832763671874999,0.08616262674331665,0.9608664512634277,-0.12253612279891968,0.8412842461443847,"[267.0, 193.0]"
normal_0070_EDD,normal,1,4,104,"[358.0, 159.0]",35.918785545899944,0.7083304822444916,0.03665071725845337,0.9454724788665771,-0.04924514889717102,-3.3861072236181746,"[514.0, 181.0]"
normal_0070_EDD,normal,2,4,105,"[392.0, 268.0]",35.918785545899944,0.7128289103507995,0.02996826171875,0.9572333097457886,-0.06398665904998779,-3.1717237694875253,"[514.0, 181.0]"
normal_0070_EDD,normal,3,4,106,"[366.0, 162.0]",45.254833995939045,0.7131550252437591,0.04345482587814331,0.9429075717926025,-0.04832449555397034,-2.2972082177578654,"[514.0, 181.0]"
normal_0070_EDD,normal,4,4,107,"[388.0, 267.0]",45.254833995939045,0.7150909185409545,0.036325693130493164,0.9513795971870422,-0.0639975368976593,-2.37094664004045,"[514.0, 181.0]"
normal_0071_EDD,normal,1,4,108,"[244.0, 204.0]",35.918785545899944,0.7451708555221557,0.042737722396850586,0.9733153581619263,-0.10556191205978394,-4.386991319957145,"[268.0, 396.0]"
normal_0071_EDD,normal,2,4,109,"[279.0, 290.0]",45.254833995939045,0.7086213409900665,0.033455729484558105,0.9507575035095215,-0.04817679524421692,-1.354869456307504,"[268.0, 396.0]"
normal_0073_EDD,normal,1,4,110,"[282.0, 305.0]",45.254833995939045,0.7401448130607605,0.03221660852432251,0.9881860017776489,-0.0809900164604187,-1.1269522282482036,"[329.0, 221.0]"
normal_0073_EDD,normal,2,4,111,"[292.0, 293.0]",57.01751796098172,0.7527519702911376,0.04429811239242554,0.988677978515625,-0.08189636468887329,-0.4197496684571733,"[329.0, 221.0]"
normal_0074_EDD,normal,1,4,112,"[221.0, 269.0]",35.918785545899944,0.7109170138835907,0.024488449096679688,0.9666478633880615,-0.04887530207633972,-3.0361167273657603,"[117.0, 168.0]"
normal_0074_EDD,normal,2,1,113,"[131.0, 177.0]",45.254833995939045,0.7721029281616211,0.06133091449737549,0.9840055704116821,-0.10984057188034058,0.6322311782518806,"[117.0, 168.0]"
normal_0074_EDD,normal,3,4,114,"[231.0, 177.0]",45.254833995939045,0.7319251537322997,0.03685122728347778,0.9725379347801208,-0.07148686051368713,-1.5269059947394164,"[117.0, 168.0]"
normal_0074_EDD,normal,4,4,115,"[217.0, 265.0]",45.254833995939045,0.7149153470993042,0.02923452854156494,0.965509831905365,-0.04911968111991882,-2.078481895553391,"[117.0, 168.0]"
normal_0074_EDD,normal,5,2,116,"[134.0, 187.0]",57.01751796098172,0.7637658357620238,0.06276488304138184,0.9700807332992554,-0.10972219705581665,0.5528550087814985,"[117.0, 168.0]"
normal_0074_EDD,normal,6,2,117,"[142.0, 196.0]",71.83757109179989,0.779037606716156,0.08096593618392944,0.9660086035728455,-0.1093282401561737,0.47747887090615104,"[117.0, 168.0]"
normal_0076_EDD,normal,1,4,118,"[382.0, 187.0]",45.254833995939045,0.6510667473077774,0.04367721080780029,0.8580127954483032,-0.03390289843082428,-2.117647600756057,"[517.0, 228.0]"
normal_0079_EDD,normal,1,4,119,"[214.0, 177.0]",35.918785545899944,0.6451813101768493,0.02920466661453247,0.8738335371017456,-0.021465837955474854,-2.44188907852194,"[92.0, 197.0]"
normal_0081_EDD,normal,1,4,120,"[407.0, 221.0]",45.254833995939045,0.7271188914775848,0.04368525743484497,0.9546840190887451,-0.07577410340309143,-1.5834698384633792,"[520.0, 251.0]"
normal_0082_EDD,normal,1,4,121,"[361.0, 162.0]",35.918785545899944,0.6688432216644287,0.03236269950866699,0.9006333351135254,-0.030185937881469727,-2.587980700056024,"[481.0, 209.0]"
normal_0085_EDD,normal,1,4,122,"[369.0, 254.0]",35.918785545899944,0.7381439685821533,0.031106531620025635,0.9887374639511108,-0.07460606098175049,-0.5613083437794923,"[348.0, 202.0]"
normal_0085_EDD,normal,2,4,123,"[309.0, 265.0]",35.918785545899944,0.7244228959083556,0.020293235778808594,0.9872270822525024,-0.06535351276397705,-1.0628351734411177,"[348.0, 202.0]"
normal_0086_EDD,normal,1,4,124,"[48.0, 160.0]",362.03867196751236,0.7064884841442108,0.13315808773040771,0.8138230443000793,-0.018271327018737793,0.7894788541926696,"[120.0, 185.0]"
normal_0087_EDD,normal,1,4,125,"[289.0, 328.0]",35.918785545899944,0.7316438913345336,0.031334519386291504,0.990996778011322,-0.03305813670158386,-2.562072015185389,"[336.0, 209.0]"
normal_0087_EDD,normal,2,4,126,"[223.0, 277.0]",45.254833995939045,0.7318132817745208,0.02226167917251587,0.9956758618354797,-0.06289249658584595,-1.9142195835677858,"[336.0, 209.0]"
normal_0087_EDD,normal,3,4,127,"[398.0, 186.0]",71.83757109179989,0.7580515265464782,0.05330449342727661,0.9911514520645142,-0.05470508337020874,0.07946967771283386,"[336.0, 209.0]"
normal_0088_EDD,normal,1,4,128,"[375.0, 176.0]",57.01751796098172,0.7561629235744476,0.05014359951019287,0.9805904030799866,-0.0980302095413208,-1.2719596323153657,"[500.0, 210.0]"
normal_0088_EDD,normal,2,4,129,"[386.0, 275.0]",57.01751796098172,0.7567799985408783,0.05184429883956909,0.9783411622047424,-0.10048443078994751,-1.3015524439825934,"[500.0, 210.0]"
normal_0088_EDD,normal,3,3,130,"[400.0, 218.0]",114.03503592196344,0.8186222076416014,0.1274716854095459,0.9575374126434326,-0.10437166690826416,0.12027484517542175,"[500.0, 210.0]"
normal_0089_EDD,normal,1,2,131,"[456.0, 218.0]",71.83757109179989,0.789741724729538,0.08277261257171631,0.9748914837837219,-0.12272536754608154,0.4185048782477674,"[497.0, 226.0]"
normal_0090_EDD,normal,1,4,132,"[353.0, 196.0]",35.918785545899944,0.7305473983287811,0.02275604009628296,0.9909436106681824,-0.07065415382385254,-1.1658472070469816,"[279.0, 220.0]"
normal_0090_EDD,normal,2,3,133,"[298.0, 254.0]",35.918785545899944,0.7375115036964416,0.028797924518585205,0.9891148805618286,-0.08166581392288208,-0.08435415051906747,"[279.0, 220.0]"
normal_0091_EDD,normal,1,4,134,"[211.0, 302.0]",45.254833995939045,0.7362227439880371,0.03534269332885742,0.9782110452651978,-0.0806615948677063,-2.0205190210045023,"[120.0, 200.0]"
normal_0095_EDD,normal,1,4,135,"[338.0, 162.0]",35.918785545899944,0.6067490071058274,0.03511631488800049,0.8102117776870728,-0.022422239184379578,-3.429453688079305,"[490.0, 209.0]"
normal_0096_EDD,normal,1,4,136,"[335.0, 295.0]",35.918785545899944,0.7313984751701355,0.023749172687530518,0.9932541847229004,-0.061856865882873535,-1.2350632440820117,"[354.0, 217.0]"
normal_0097_EDD,normal,1,4,137,"[310.0, 177.0]",35.918785545899944,0.6107805386185645,0.040300726890563965,0.809572160243988,-0.018896497786045074,-3.651960974017861,"[474.0, 209.0]"
normal_0099_EDD,normal,1,4,138,"[216.0, 172.0]",35.918785545899944,0.6504713833332061,0.02806168794631958,0.8815392255783081,-0.026661187410354614,-1.8702819457214588,"[114.0, 187.0]"
normal_0100_EDD,normal,1,4,139,"[265.0, 296.0]",35.918785545899944,0.7113238930702209,0.031221747398376465,0.9540616869926453,-0.06129482388496399,-1.5095164136719785,"[315.0, 221.0]"
normal_0101_EDD,normal,1,4,140,"[195.0, 183.0]",35.918785545899944,0.6929196298122405,0.03388559818267822,0.9295888543128967,-0.04160916805267334,-1.923393990105915,"[90.0, 184.0]"
normal_0102_EDD,normal,1,4,141,"[388.0, 199.0]",35.918785545899944,0.7463079214096069,0.03561127185821533,0.9924259185791016,-0.07999253273010254,-1.569943872105378,"[303.0, 235.0]"
