image,candidate_num,rating,index
normal_0114_EDD,3,4,154
normal_0115_EDD,1,4,155
normal_0116_EDD,1,4,156
normal_0117_EDD,1,4,157
normal_0117_EDD,2,4,158
normal_0120_EDD,1,4,159
normal_0120_EDD,2,4,160
normal_0125_EDD,1,4,161
normal_0127_EDD,1,4,162
normal_0127_EDD,2,4,163
normal_0131_EDD,1,4,164
normal_0131_EDD,2,4,165
normal_0132_EDD,1,4,166
normal_0133_EDD,1,4,167
normal_0133_EDD,2,2,168
normal_0133_EDD,3,4,169
normal_0134_EDD,1,4,170
normal_0134_EDD,2,4,171
normal_0135_EDD,1,4,172
normal_0136_EDD,1,4,173
normal_0137_EDD,1,4,174
normal_0139_EDD,1,4,175
normal_0139_EDD,2,4,176
normal_0139_EDD,4,2,178
normal_0141_EDD,1,4,179
normal_0141_EDD,2,4,180
normal_0141_EDD,3,4,181
normal_0142_EDD,1,4,182
normal_0143_EDD,1,4,183
normal_0143_EDD,2,4,184
normal_0145_EDD,1,4,185
normal_0145_EDD,2,4,186
normal_0145_EDD,3,4,187
normal_0145_EDD,4,4,188
normal_0145_EDD,5,4,189
normal_0145_EDD,6,4,190
normal_0146_EDD,1,4,191
normal_0148_EDD,1,4,192
normal_0149_EDD,1,4,193
normal_0150_EDD,1,4,194
normal_0152_EDD,1,4,195
normal_0156_EDD,1,4,196
normal_0156_EDD,2,4,197
normal_0157_EDD,1,4,198
normal_0157_EDD,2,4,199
normal_0157_EDD,3,4,200
normal_0157_EDD,4,4,201
normal_0157_EDD,5,4,202
normal_0158_EDD,1,4,203
normal_0158_EDD,2,4,204
normal_0159_EDD,1,4,205
normal_0163_EDD,1,4,206
normal_0163_EDD,2,4,207
normal_0163_EDD,3,2,208
normal_0166_EDD,1,4,209
normal_0167_EDD,1,4,210
normal_0168_EDD,1,4,211
normal_0168_EDD,2,4,212
normal_0171_EDD,1,4,213
normal_0173_EDD,1,4,214
normal_0174_EDD,1,4,215
normal_0174_EDD,2,4,216
normal_0174_EDD,3,4,217
normal_0174_EDD,4,4,218
normal_0175_EDD,1,4,219
normal_0175_EDD,2,4,220
normal_0176_EDD,1,4,221
normal_0176_EDD,2,1,222
normal_0177_EDD,1,4,223
normal_0179_EDD,1,4,224
normal_0179_EDD,2,4,225
normal_0179_EDD,3,4,226
normal_0181_EDD,1,4,227
normal_0181_EDD,2,4,228
normal_0181_EDD,3,1,229
normal_0182_EDD,1,4,230
normal_0182_EDD,2,4,231
normal_0183_EDD,1,4,232
normal_0183_EDD,2,4,233
normal_0183_EDD,3,4,234
normal_0184_EDD,1,4,235
normal_0185_EDD,1,4,236
normal_0185_EDD,2,4,237
normal_0185_EDD,3,1,238
normal_0185_EDD,4,4,239
normal_0185_EDD,5,1,240
normal_0185_EDD,6,4,241
normal_0187_EDD,1,4,242
normal_0188_EDD,1,4,243
normal_0189_EDD,1,4,244
normal_0190_EDD,1,4,245
normal_0190_EDD,2,4,246
normal_0191_EDD,1,4,247
normal_0193_EDD,1,1,248
normal_0193_EDD,2,4,249
normal_0194_EDD,1,4,250
normal_0197_EDD,1,4,251
normal_0197_EDD,2,4,252
normal_0202_EDD,1,4,253
normal_0203_EDD,1,4,254
normal_0204_EDD,1,4,255
normal_0204_EDD,2,4,256
normal_0204_EDD,3,3,257
normal_0205_EDD,1,4,258
normal_0206_EDD,1,4,259
normal_0207_EDD,1,4,260
normal_0207_EDD,2,4,261
normal_0207_EDD,3,4,262
normal_0208_EDD,1,4,263
normal_0209_EDD,1,4,264
normal_0209_EDD,2,4,265
normal_0209_EDD,3,4,266
normal_0210_EDD,1,4,267
normal_0210_EDD,2,4,268
normal_0212_EDD,1,3,269
normal_0213_EDD,1,3,270
normal_0215_EDD,1,4,271
normal_0215_EDD,2,1,272
normal_0215_EDD,3,4,273
normal_0215_EDD,4,4,274
normal_0218_EDD,1,4,275
normal_0218_EDD,2,4,276
normal_0219_EDD,1,4,277
normal_0221_EDD,1,4,278
normal_0221_EDD,2,3,279
normal_0223_EDD,1,4,280
normal_0224_EDD,1,4,281
normal_0224_EDD,2,4,282
normal_0224_EDD,3,3,283
normal_0226_EDD,1,4,284
normal_0226_EDD,2,4,285
normal_0226_EDD,3,1,286
normal_0226_EDD,4,2,287
normal_0227_EDD,1,4,288
normal_0230_EDD,1,4,289
normal_0233_EDD,1,4,290
normal_0234_EDD,1,4,291
normal_0234_EDD,2,1,292
normal_0234_EDD,3,4,293
normal_0235_EDD,1,1,294
normal_0235_EDD,2,4,295
normal_0235_EDD,3,4,296
normal_0236_EDD,1,4,297
normal_0241_EDD,1,4,298
normal_0242_EDD,1,4,299
normal_0242_EDD,2,4,300
normal_0242_EDD,3,4,301
normal_0245_EDD,1,4,302
normal_0245_EDD,2,4,303
normal_0246_EDD,1,4,304
normal_0246_EDD,2,4,305
normal_0246_EDD,3,4,306
normal_0247_EDD,1,4,307
normal_0248_EDD,1,4,308
normal_0248_EDD,2,4,309
normal_0248_EDD,3,4,310
normal_0248_EDD,4,4,311
normal_0249_EDD,1,4,312
normal_0249_EDD,2,4,313
normal_0250_EDD,1,1,314
normal_0251_EDD,1,4,315
normal_0251_EDD,2,2,316
normal_0252_EDD,1,4,317
normal_0252_EDD,2,4,318
normal_0255_EDD,1,4,319
normal_0257_EDD,1,4,320
normal_0259_EDD,1,4,321
normal_0259_EDD,2,4,322
normal_0260_EDD,1,1,323
normal_0261_EDD,1,4,324
normal_0261_EDD,2,4,325
normal_0261_EDD,3,4,326
normal_0261_EDD,4,4,327
normal_0264_EDD,1,4,328
normal_0266_EDD,1,4,329
normal_0267_EDD,1,4,330
normal_0267_EDD,2,2,331
normal_0267_EDD,3,2,332
normal_0268_EDD,1,4,333
normal_0269_EDD,1,4,334
normal_0270_EDD,1,4,335
normal_0270_EDD,2,4,336
normal_0271_EDD,1,4,337
normal_0272_EDD,1,4,338
normal_0272_EDD,2,4,339
normal_0272_EDD,3,4,340
normal_0272_EDD,4,4,341
normal_0272_EDD,5,4,342
normal_0274_EDD,1,4,343
normal_0276_EDD,1,4,344
normal_0277_EDD,1,4,345
normal_0279_EDD,1,4,346
normal_0280_EDD,1,4,347
normal_0283_EDD,1,4,348
normal_0284_EDD,1,2,349
normal_0286_EDD,1,4,350
normal_0286_EDD,2,1,351
normal_0290_EDD,1,4,352
normal_0290_EDD,2,4,353
normal_0290_EDD,3,4,354
normal_0290_EDD,4,4,355
normal_0292_EDD,1,4,356
normal_0292_EDD,2,4,357
normal_0293_EDD,1,4,358
normal_0293_EDD,2,4,359
normal_0296_EDD,1,4,360
normal_0297_EDD,1,4,361
normal_0299_EDD,1,4,362
normal_0299_EDD,2,1,363
normal_0299_EDD,3,2,364
normal_0300_EDD,1,4,365
normal_0301_EDD,1,2,366
normal_0302_EDD,1,4,367
normal_0303_EDD,1,4,368
normal_0305_EDD,1,4,369
normal_0305_EDD,2,4,370
normal_0309_EDD,1,2,371
normal_0311_EDD,1,4,372
normal_0315_EDD,1,4,373
normal_0315_EDD,2,3,374
normal_0316_EDD,1,4,375
normal_0319_EDD,1,4,376
normal_0319_EDD,2,4,377
normal_0319_EDD,3,4,378
normal_0320_EDD,1,4,379
normal_0320_EDD,2,4,380
normal_0320_EDD,3,1,381
normal_0321_EDD,1,4,382
normal_0322_EDD,1,4,383
normal_0323_EDD,1,1,384
normal_0324_EDD,1,4,385
normal_0324_EDD,2,1,386
normal_0324_EDD,3,4,387
normal_0325_EDD,1,4,388
normal_0325_EDD,2,4,389
normal_0329_EDD,1,2,390
normal_0330_EDD,1,4,391
normal_0330_EDD,2,4,392
normal_0330_EDD,3,3,393
normal_0332_EDD,1,4,394
normal_0332_EDD,2,3,395
normal_0333_EDD,1,1,396
normal_0334_EDD,1,4,397
normal_0334_EDD,2,4,398
normal_0334_EDD,3,4,399
normal_0334_EDD,4,4,400
normal_0335_EDD,1,1,401
normal_0336_EDD,1,4,402
normal_0337_EDD,1,4,403
normal_0342_EDD,1,4,404
normal_0342_EDD,2,4,405
normal_0344_EDD,1,4,406
normal_0345_EDD,1,4,407
normal_0346_EDD,1,4,408
normal_0349_EDD,1,1,409
normal_0349_EDD,2,4,410
normal_0349_EDD,3,2,411
normal_0350_EDD,1,4,412
normal_0350_EDD,2,4,413
normal_0350_EDD,3,2,414
normal_0351_EDD,1,4,415
normal_0353_EDD,1,4,416
normal_0353_EDD,2,4,417
normal_0353_EDD,3,4,418
normal_0353_EDD,4,4,419
normal_0355_EDD,1,4,420
normal_0356_EDD,1,4,421
normal_0357_EDD,1,4,422
normal_0357_EDD,2,4,423
normal_0358_EDD,1,4,424
normal_0359_EDD,1,1,425
normal_0359_EDD,2,4,426
normal_0359_EDD,3,4,427
normal_0359_EDD,4,4,428
normal_0360_EDD,1,4,429
normal_0360_EDD,2,4,430
normal_0363_EDD,1,4,431
normal_0364_EDD,1,4,432
normal_0366_EDD,1,4,433
normal_0368_EDD,1,4,434
normal_0368_EDD,2,3,435
normal_0370_EDD,1,2,436
normal_0371_EDD,1,4,437
normal_0371_EDD,2,4,438
normal_0371_EDD,3,4,439
normal_0371_EDD,4,4,440
normal_0371_EDD,5,4,441
normal_0371_EDD,6,4,442
normal_0371_EDD,7,4,443
normal_0371_EDD,8,4,444
normal_0371_EDD,9,4,445
normal_0371_EDD,10,4,446
normal_0371_EDD,11,4,447
normal_0371_EDD,12,4,448
normal_0371_EDD,13,4,449
normal_0371_EDD,14,4,450
normal_0371_EDD,15,4,451
normal_0371_EDD,16,4,452
normal_0371_EDD,17,4,453
normal_0371_EDD,18,4,454
normal_0371_EDD,19,4,455
normal_0371_EDD,20,4,456
normal_0372_EDD,1,2,457
normal_0374_EDD,1,4,458
normal_0381_EDD,1,4,459
normal_0383_EDD,1,4,460
normal_0383_EDD,2,1,461
normal_0384_EDD,1,4,462
normal_0384_EDD,2,4,463
normal_0385_EDD,1,4,464
normal_0387_EDD,1,4,465
normal_0387_EDD,2,4,466
normal_0387_EDD,3,4,467
normal_0387_EDD,4,4,468
normal_0387_EDD,5,4,469
normal_0387_EDD,6,4,470
normal_0389_EDD,1,4,471
normal_0389_EDD,2,4,472
normal_0389_EDD,3,4,473
normal_0394_EDD,1,4,474
normal_0397_EDD,1,4,475
normal_0400_EDD,1,4,476
normal_0401_EDD,1,4,477
normal_0402_EDD,1,4,478
normal_0402_EDD,2,4,479
normal_0402_EDD,3,4,480
normal_0403_EDD,1,4,481
normal_0403_EDD,2,1,482
normal_0403_EDD,3,4,483
normal_0403_EDD,4,4,484
normal_0405_EDD,1,4,485
normal_0406_EDD,1,4,486
normal_0406_EDD,2,4,487
normal_0408_EDD,1,4,488
normal_0408_EDD,2,4,489
normal_0410_EDD,1,4,490
normal_0410_EDD,2,4,491
normal_0411_EDD,1,2,492
normal_0412_EDD,1,4,493
normal_0412_EDD,2,3,494
normal_0413_EDD,1,4,495
normal_0414_EDD,1,4,496
normal_0414_EDD,2,2,497
normal_0415_EDD,1,4,498
normal_0416_EDD,1,4,499
normal_0416_EDD,2,2,500
normal_0417_EDD,1,4,501
normal_0417_EDD,2,1,502
normal_0419_EDD,1,4,503
normal_0419_EDD,2,4,504
normal_0422_EDD,1,4,505
normal_0422_EDD,2,4,506
normal_0422_EDD,3,4,507
normal_0423_EDD,1,4,508
normal_0423_EDD,2,4,509
normal_0423_EDD,3,2,510
normal_0424_EDD,1,4,511
normal_0425_EDD,1,4,512
normal_0427_EDD,1,4,513
normal_0427_EDD,2,4,514
normal_0429_EDD,1,4,515
normal_0429_EDD,2,4,516
normal_0429_EDD,3,4,517
normal_0430_EDD,1,4,518
normal_0430_EDD,2,4,519
normal_0431_EDD,1,4,520
normal_0431_EDD,2,4,521
normal_0434_EDD,1,4,522
normal_0434_EDD,2,4,523
normal_0434_EDD,3,4,524
normal_0436_EDD,1,4,525
normal_0438_EDD,1,4,526
normal_0438_EDD,2,4,527
normal_0439_EDD,1,4,528
normal_0441_EDD,1,4,529
normal_0441_EDD,2,4,530
normal_0441_EDD,3,3,531
normal_0441_EDD,4,4,532
normal_0441_EDD,5,4,533
normal_0442_EDD,1,4,534
normal_0442_EDD,2,4,535
normal_0442_EDD,3,4,536
normal_0445_EDD,1,4,537
normal_0447_EDD,1,4,538
normal_0451_EDD,1,4,539
normal_0451_EDD,2,4,540
normal_0452_EDD,1,4,541
normal_0453_EDD,1,4,542
normal_0454_EDD,1,4,543
normal_0454_EDD,2,3,544
normal_0455_EDD,1,1,545
normal_0455_EDD,2,1,546
normal_0456_EDD,1,4,547
normal_0456_EDD,2,4,548
normal_0456_EDD,3,4,549
normal_0457_EDD,1,4,550
normal_0457_EDD,2,4,551
normal_0459_EDD,1,4,552
normal_0459_EDD,2,4,553
normal_0460_EDD,1,1,554
normal_0460_EDD,2,4,555
normal_0460_EDD,3,2,556
normal_0460_EDD,4,4,557
normal_0460_EDD,5,3,558
normal_0461_EDD,1,1,559
normal_0461_EDD,2,4,560
normal_0462_EDD,1,4,561
normal_0463_EDD,1,1,562
normal_0463_EDD,2,4,563
normal_0463_EDD,3,4,564
normal_0464_EDD,1,4,565
normal_0464_EDD,2,4,566
normal_0464_EDD,3,4,567
normal_0464_EDD,4,4,568
normal_0464_EDD,5,4,569
normal_0464_EDD,6,4,570
normal_0464_EDD,7,4,571
normal_0465_EDD,1,1,572
normal_0467_EDD,1,4,573
normal_0467_EDD,2,1,574
normal_0467_EDD,3,4,575
normal_0467_EDD,4,4,576
normal_0467_EDD,5,4,577
normal_0468_EDD,1,4,578
normal_0469_EDD,1,4,579
normal_0471_EDD,1,4,580
normal_0471_EDD,2,4,581
normal_0471_EDD,3,4,582
normal_0472_EDD,1,4,583
normal_0474_EDD,1,4,584
normal_0474_EDD,2,1,585
normal_0478_EDD,1,4,586
normal_0478_EDD,2,2,587
normal_0480_EDD,1,4,588
normal_0480_EDD,2,4,589
normal_0481_EDD,1,4,590
normal_0481_EDD,2,4,591
normal_0481_EDD,3,4,592
normal_0483_EDD,1,4,593
normal_0483_EDD,2,4,594
normal_0483_EDD,3,1,595
normal_0485_EDD,1,4,596
normal_0485_EDD,2,4,597
normal_0486_EDD,1,4,598
normal_0486_EDD,2,2,599
normal_0487_EDD,1,4,600
normal_0488_EDD,1,4,601
normal_0490_EDD,1,4,602
normal_0492_EDD,1,4,603
normal_0493_EDD,1,4,604
normal_0493_EDD,2,4,605
normal_0494_EDD,1,4,606
normal_0494_EDD,2,4,607
normal_0494_EDD,3,4,608
normal_0494_EDD,4,4,609
normal_0496_EDD,1,4,610
normal_0496_EDD,2,1,611
normal_0496_EDD,3,2,612
normal_0497_EDD,1,4,613
normal_0497_EDD,2,4,614
normal_0501_EDD,1,4,615
normal_0502_EDD,1,4,616
normal_0504_EDD,1,4,617
normal_0504_EDD,2,4,618
normal_0504_EDD,3,4,619
normal_0505_EDD,1,4,620
normal_0508_EDD,1,4,621
normal_0511_EDD,1,3,622
normal_0512_EDD,1,2,623
normal_0514_EDD,1,4,624
normal_0514_EDD,2,4,625
normal_0514_EDD,3,4,626
normal_0514_EDD,4,4,627
normal_0514_EDD,5,4,628
normal_0518_EDD,1,4,629
normal_0520_EDD,1,4,630
normal_0520_EDD,2,4,631
normal_0523_EDD,1,4,632
normal_0523_EDD,2,1,633
normal_0523_EDD,3,4,634
normal_0523_EDD,4,4,635
normal_0523_EDD,5,1,636
normal_0523_EDD,6,3,637
normal_0524_EDD,1,4,638
normal_0524_EDD,2,4,639
normal_0525_EDD,1,4,640
normal_0525_EDD,2,4,641
normal_0525_EDD,3,4,642
normal_0526_EDD,1,4,643
normal_0528_EDD,1,4,644
normal_0530_EDD,1,4,645
normal_0530_EDD,2,4,646
normal_0530_EDD,3,4,647
normal_0530_EDD,4,4,648
normal_0531_EDD,1,4,649
normal_0531_EDD,2,4,650
normal_0533_EDD,1,4,651
normal_0533_EDD,2,4,652
normal_0535_EDD,1,4,653
normal_0537_EDD,1,4,654
normal_0539_EDD,1,2,655
normal_0540_EDD,1,4,656
normal_0540_EDD,2,4,657
normal_0542_EDD,1,4,658
normal_0543_EDD,1,4,659
normal_0543_EDD,2,4,660
normal_0544_EDD,1,4,661
normal_0544_EDD,2,4,662
normal_0544_EDD,3,3,663
normal_0545_EDD,1,4,664
normal_0549_EDD,1,4,665
normal_0549_EDD,2,4,666
normal_0549_EDD,3,4,667
normal_0550_EDD,1,4,668
normal_0552_EDD,1,4,669
normal_0552_EDD,2,1,670
normal_0552_EDD,3,4,671
normal_0552_EDD,4,4,672
normal_0552_EDD,5,1,673
normal_0553_EDD,1,4,674
normal_0554_EDD,1,4,675
normal_0555_EDD,1,4,676
normal_0556_EDD,1,1,677
normal_0556_EDD,2,4,678
normal_0556_EDD,3,4,679
normal_0557_EDD,1,4,680
normal_0558_EDD,1,4,681
normal_0561_EDD,1,4,682
normal_0562_EDD,1,4,683
normal_0563_EDD,1,4,684
normal_0563_EDD,2,3,685
normal_0564_EDD,1,1,686
normal_0565_EDD,1,4,687
normal_0565_EDD,2,3,688
normal_0569_EDD,1,4,689
normal_0569_EDD,2,4,690
normal_0569_EDD,3,1,691
normal_0569_EDD,4,4,692
normal_0569_EDD,5,2,693
normal_0570_EDD,1,4,694
normal_0573_EDD,1,4,695
normal_0573_EDD,2,4,696
normal_0573_EDD,3,4,697
normal_0574_EDD,1,4,698
normal_0574_EDD,2,4,699
normal_0576_EDD,1,4,700
normal_0577_EDD,1,4,701
normal_0577_EDD,2,4,702
normal_0577_EDD,3,4,703
normal_0579_EDD,1,4,704
normal_0581_EDD,1,4,705
normal_0581_EDD,2,1,706
normal_0581_EDD,3,4,707
normal_0581_EDD,4,4,708
normal_0582_EDD,1,1,709
normal_0582_EDD,2,2,710
normal_0585_EDD,1,4,711
normal_0586_EDD,1,4,712
normal_0586_EDD,2,1,713
normal_0586_EDD,3,4,714
normal_0587_EDD,1,4,715
normal_0587_EDD,2,4,716
normal_0587_EDD,3,1,717
normal_0587_EDD,4,4,718
normal_0587_EDD,5,4,719
normal_0588_EDD,1,4,720
normal_0588_EDD,2,4,721
normal_0589_EDD,1,4,722
normal_0589_EDD,2,4,723
normal_0597_EDD,1,4,724
normal_0600_EDD,1,4,725
normal_0600_EDD,2,4,726
normal_0601_EDD,1,3,727
normal_0602_EDD,1,4,728
normal_0603_EDD,1,4,729
normal_0603_EDD,2,3,730
normal_0604_EDD,1,4,731
normal_0604_EDD,2,4,732
normal_0604_EDD,3,4,733
normal_0604_EDD,4,4,734
normal_0604_EDD,5,4,735
normal_0604_EDD,6,4,736
normal_0604_EDD,7,4,737
normal_0605_EDD,1,4,738
normal_0606_EDD,1,4,739
normal_0606_EDD,2,4,740
normal_0607_EDD,1,4,741
normal_0607_EDD,2,4,742
normal_0608_EDD,1,4,743
normal_0609_EDD,1,4,744
normal_0609_EDD,2,4,745
normal_0609_EDD,3,4,746
normal_0610_EDD,1,4,747
normal_0610_EDD,2,1,748
normal_0611_EDD,1,4,749
normal_0612_EDD,1,4,750
normal_0614_EDD,1,4,751
normal_0615_EDD,1,4,752
normal_0615_EDD,2,4,753
normal_0615_EDD,3,4,754
normal_0615_EDD,4,4,755
normal_0617_EDD,1,4,756
normal_0618_EDD,1,4,757
normal_0618_EDD,2,4,758
normal_0618_EDD,3,1,759
normal_0619_EDD,1,4,760
normal_0621_EDD,1,4,761
normal_0621_EDD,2,4,762
normal_0623_EDD,1,4,763
normal_0623_EDD,2,1,764
normal_0626_EDD,1,4,765
normal_0626_EDD,2,4,766
normal_0626_EDD,3,1,767
normal_0626_EDD,4,2,768
normal_0630_EDD,1,4,769
normal_0633_EDD,1,4,770
normal_0637_EDD,1,4,771
normal_0639_EDD,1,4,772
normal_0639_EDD,2,4,773
normal_0641_EDD,1,4,774
normal_0643_EDD,1,2,775
normal_0644_EDD,1,4,776
normal_0644_EDD,2,1,777
normal_0644_EDD,3,2,778
normal_0644_EDD,4,2,779
normal_0644_EDD,5,3,780
normal_0646_EDD,1,4,781
normal_0646_EDD,2,4,782
normal_0646_EDD,3,4,783
normal_0649_EDD,1,4,784
normal_0649_EDD,2,4,785
normal_0651_EDD,1,1,786
normal_0656_EDD,1,4,787
normal_0656_EDD,2,4,788
normal_0659_EDD,1,4,789
normal_0667_EDD,1,4,790
normal_0669_EDD,1,4,791
normal_0670_EDD,1,4,792
normal_0672_EDD,1,4,793
normal_0674_EDD,1,4,794
normal_0674_EDD,2,2,795
normal_0675_EDD,1,4,796
normal_0675_EDD,2,3,797
normal_0677_EDD,1,4,798
normal_0680_EDD,1,4,799
normal_0680_EDD,2,4,800
normal_0681_EDD,1,1,801
normal_0684_EDD,1,1,802
normal_0684_EDD,2,2,803
normal_0684_EDD,3,4,804
normal_0685_EDD,1,1,805
normal_0685_EDD,2,1,806
normal_0685_EDD,3,4,807
normal_0690_EDD,1,4,808
normal_0692_EDD,1,4,809
normal_0696_EDD,1,4,810
normal_0696_EDD,2,4,811
normal_0696_EDD,3,3,812
normal_0697_EDD,1,4,813
normal_0700_EDD,1,4,814
normal_0703_EDD,1,4,815
normal_0706_EDD,1,4,816
normal_0709_EDD,1,2,817
normal_0709_EDD,2,4,818
normal_0709_EDD,3,3,819
normal_0709_EDD,4,3,820
normal_0710_EDD,1,4,821
normal_0710_EDD,2,4,822
normal_0710_EDD,3,4,823
normal_0711_EDD,1,4,824
normal_0712_EDD,1,4,825
normal_0712_EDD,2,1,826
normal_0712_EDD,3,1,827
normal_0713_EDD,1,4,828
normal_0713_EDD,2,1,829
normal_0713_EDD,3,4,830
normal_0713_EDD,4,4,831
normal_0713_EDD,5,4,832
normal_0713_EDD,6,4,833
normal_0714_EDD,1,1,834
normal_0715_EDD,1,4,835
normal_0717_EDD,1,4,836
normal_0717_EDD,2,4,837
normal_0718_EDD,1,4,838
normal_0718_EDD,2,4,839
normal_0719_EDD,1,4,840
normal_0719_EDD,2,4,841
normal_0719_EDD,3,4,842
normal_0719_EDD,4,4,843
normal_0719_EDD,5,4,844
normal_0720_EDD,1,4,845
normal_0720_EDD,2,4,846
normal_0720_EDD,3,4,847
normal_0720_EDD,4,4,848
normal_0725_EDD,1,4,849
normal_0726_EDD,1,4,850
normal_0728_EDD,1,4,851
normal_0729_EDD,1,4,852
normal_0731_EDD,1,4,853
normal_0731_EDD,2,4,854
normal_0731_EDD,3,4,855
normal_0731_EDD,4,4,856
normal_0731_EDD,5,4,857
normal_0731_EDD,6,4,858
normal_0731_EDD,7,4,859
normal_0731_EDD,8,4,860
normal_0731_EDD,9,4,861
normal_0732_EDD,1,4,862
normal_0732_EDD,2,4,863
normal_0732_EDD,3,4,864
normal_0732_EDD,4,4,865
normal_0732_EDD,5,4,866
normal_0733_EDD,1,4,867
normal_0733_EDD,2,4,868
normal_0733_EDD,3,4,869
normal_0733_EDD,4,4,870
normal_0733_EDD,5,3,871
normal_0734_EDD,1,4,872
normal_0734_EDD,2,4,873
normal_0734_EDD,3,4,874
