filename,class,num_candidates,candidates
normal/normal_0013_EDD.jpg,normal,3,"[{'vessel_blob_score': -2.9963605681820407, 'centre': [375.0, 272.0], 'radius': 35.918785545899944, 'blob_score': 0.536263033747673, 'blob_contrast': 0.02506089210510254, 'blob_brightness': 0.7272347807884216, 'blob_response': -0.01068897545337677, 'vessel_centre': [498.0, 198.0]}, {'vessel_blob_score': -2.1710169596195854, 'centre': [420.0, 281.0], 'radius': 35.918785545899944, 'blob_score': 0.5509942978620529, 'blob_contrast': 0.03294175863265991, 'blob_brightness': 0.736629843711853, 'blob_response': -0.012058243155479431, 'vessel_centre': [498.0, 198.0]}, {'vessel_blob_score': -1.8957302889340362, 'centre': [400.0, 285.0], 'radius': 45.254833995939045, 'blob_score': 0.5589782923460006, 'blob_contrast': 0.04411041736602783, 'blob_brightness': 0.7317403554916382, 'blob_response': -0.013248130679130554, 'vessel_centre': [498.0, 198.0]}]"
normal/normal_0014_EDD.jpg,normal,0,[]
normal/normal_0015_EDD.jpg,normal,0,[]
normal/normal_0016_EDD.jpg,normal,0,[]
normal/normal_0017_EDD.jpg,normal,1,"[{'vessel_blob_score': -1.7740177776701818, 'centre': [220.0, 223.0], 'radius': 35.918785545899944, 'blob_score': 0.6781491756439209, 'blob_contrast': 0.03078526258468628, 'blob_brightness': 0.9150182008743286, 'blob_response': -0.03425586223602295, 'vessel_centre': [122.0, 205.0]}]"
normal/normal_0018_EDD.jpg,normal,1,"[{'vessel_blob_score': -1.516837828754566, 'centre': [400.0, 257.0], 'radius': 45.254833995939045, 'blob_score': 0.6866068482398987, 'blob_contrast': 0.04361140727996826, 'blob_brightness': 0.905434787273407, 'blob_response': -0.04595544934272766, 'vessel_centre': [483.0, 179.0]}]"
normal/normal_0019_EDD.jpg,normal,0,[]
normal/normal_0020_EDD.jpg,normal,0,[]
normal/normal_0021_EDD.jpg,normal,0,[]
normal/normal_0022_EDD.jpg,normal,2,"[{'vessel_blob_score': -2.5597865076151503, 'centre': [406.0, 174.0], 'radius': 35.918785545899944, 'blob_score': 0.7153635323047638, 'blob_contrast': 0.04545074701309204, 'blob_brightness': 0.9375684261322021, 'blob_response': -0.06807443499565125, 'vessel_centre': [513.0, 244.0]}, {'vessel_blob_score': -2.546698210929442, 'centre': [386.0, 254.0], 'radius': 35.918785545899944, 'blob_score': 0.6744564116001128, 'blob_contrast': 0.02537935972213745, 'blob_brightness': 0.9186195731163025, 'blob_response': -0.030216753482818604, 'vessel_centre': [513.0, 244.0]}]"
normal/normal_0023_EDD.jpg,normal,2,"[{'vessel_blob_score': -1.8903300979733455, 'centre': [243.0, 172.0], 'radius': 35.918785545899944, 'blob_score': 0.7304203450679778, 'blob_contrast': 0.03943932056427002, 'blob_brightness': 0.9659153819084167, 'blob_response': -0.07420128583908081, 'vessel_centre': [140.0, 185.0]}, {'vessel_blob_score': 0.8500738617609189, 'centre': [145.0, 183.0], 'radius': 35.918785545899944, 'blob_score': 0.8106234729290008, 'blob_contrast': 0.09529131650924683, 'blob_brightness': 0.9888564944267273, 'blob_response': -0.11566305160522461, 'vessel_centre': [140.0, 185.0]}]"
normal/normal_0024_EDD.jpg,normal,0,[]
normal/normal_0025_EDD.jpg,normal,3,"[{'vessel_blob_score': -2.4787365129810848, 'centre': [370.0, 273.0], 'radius': 35.918785545899944, 'blob_score': 0.7170088708400726, 'blob_contrast': 0.02576833963394165, 'blob_brightness': 0.9691586494445801, 'blob_response': -0.06414738297462463, 'vessel_centre': [493.0, 251.0]}, {'vessel_blob_score': -1.6833179670885072, 'centre': [388.0, 190.0], 'radius': 45.254833995939045, 'blob_score': 0.738372141122818, 'blob_contrast': 0.03981882333755493, 'blob_brightness': 0.9753664135932922, 'blob_response': -0.07898414134979248, 'vessel_centre': [493.0, 251.0]}, {'vessel_blob_score': -0.2703422890111151, 'centre': [480.0, 195.0], 'radius': 45.254833995939045, 'blob_score': 0.7870105624198913, 'blob_contrast': 0.07603633403778076, 'blob_brightness': 0.9809895753860474, 'blob_response': -0.12140762805938721, 'vessel_centre': [493.0, 251.0]}]"
normal/normal_0026_EDD.jpg,normal,3,"[{'vessel_blob_score': 0.860797075290572, 'centre': [142.0, 182.0], 'radius': 35.918785545899944, 'blob_score': 0.7764720261096953, 'blob_contrast': 0.06620079278945923, 'blob_brightness': 0.9861395955085754, 'blob_response': -0.09986758232116699, 'vessel_centre': [138.0, 185.0]}, {'vessel_blob_score': -1.1760226836956171, 'centre': [160.0, 260.0], 'radius': 35.918785545899944, 'blob_score': 0.7302148640155791, 'blob_contrast': 0.02681267261505127, 'blob_brightness': 0.98487788438797, 'blob_response': -0.06993836164474487, 'vessel_centre': [138.0, 185.0]}, {'vessel_blob_score': -1.5188740664233293, 'centre': [251.0, 170.0], 'radius': 45.254833995939045, 'blob_score': 0.7559288084506988, 'blob_contrast': 0.04628312587738037, 'blob_brightness': 0.9871934056282043, 'blob_response': -0.0930514931678772, 'vessel_centre': [138.0, 185.0]}]"
normal/normal_0027_EDD.jpg,normal,2,"[{'vessel_blob_score': -2.5111161177552144, 'centre': [382.0, 179.0], 'radius': 35.918785545899944, 'blob_score': 0.6655769854784012, 'blob_contrast': 0.025406837463378906, 'blob_brightness': 0.9062897562980652, 'blob_response': -0.02883659303188324, 'vessel_centre': [506.0, 202.0]}, {'vessel_blob_score': -2.5761798752299914, 'centre': [382.0, 306.0], 'radius': 45.254833995939045, 'blob_score': 0.6745702654123306, 'blob_contrast': 0.04618430137634277, 'blob_brightness': 0.8901343941688538, 'blob_response': -0.02645944058895111, 'vessel_centre': [506.0, 202.0]}]"
normal/normal_0028_EDD.jpg,normal,7,"[{'vessel_blob_score': -2.9885949828639875, 'centre': [271.0, 153.0], 'radius': 35.918785545899944, 'blob_score': 0.7349193990230559, 'blob_contrast': 0.02256321907043457, 'blob_brightness': 0.996670663356781, 'blob_response': -0.07343357801437378, 'vessel_centre': [129.0, 172.0]}, {'vessel_blob_score': -1.7645013936108955, 'centre': [113.0, 270.0], 'radius': 35.918785545899944, 'blob_score': 0.7263362646102905, 'blob_contrast': 0.02798604965209961, 'blob_brightness': 0.9892144799232483, 'blob_response': -0.02950039505958557, 'vessel_centre': [129.0, 172.0]}, {'vessel_blob_score': -0.26899628151543453, 'centre': [96.0, 219.0], 'radius': 45.254833995939045, 'blob_score': 0.7329825937747955, 'blob_contrast': 0.03460425138473511, 'blob_brightness': 0.9884263873100281, 'blob_response': -0.03239935636520386, 'vessel_centre': [129.0, 172.0]}, {'vessel_blob_score': 0.8194304047392502, 'centre': [134.0, 163.0], 'radius': 57.01751796098172, 'blob_score': 0.7433448255062103, 'blob_contrast': 0.041226983070373535, 'blob_brightness': 0.9922923445701599, 'blob_response': -0.03756600618362427, 'vessel_centre': [129.0, 172.0]}, {'vessel_blob_score': -1.9671130507149432, 'centre': [243.0, 297.0], 'radius': 57.01751796098172, 'blob_score': 0.7382301330566406, 'blob_contrast': 0.031659483909606934, 'blob_brightness': 0.9945752024650574, 'blob_response': -0.05184003710746765, 'vessel_centre': [129.0, 172.0]}, {'vessel_blob_score': 0.8877710141675594, 'centre': [128.0, 180.0], 'radius': 71.83757109179989, 'blob_score': 0.7517071545124054, 'blob_contrast': 0.05215322971343994, 'blob_brightness': 0.9885182976722717, 'blob_response': -0.03795558214187622, 'vessel_centre': [129.0, 172.0]}, {'vessel_blob_score': -1.2361467010481046, 'centre': [238.0, 290.0], 'radius': 71.83757109179989, 'blob_score': 0.7546851098537444, 'blob_contrast': 0.04918217658996582, 'blob_brightness': 0.9930245280265808, 'blob_response': -0.051928818225860596, 'vessel_centre': [129.0, 172.0]}]"
normal/normal_0029_EDD.jpg,normal,2,"[{'vessel_blob_score': -2.557905480229906, 'centre': [244.0, 162.0], 'radius': 45.254833995939045, 'blob_score': 0.6970876276493072, 'blob_contrast': 0.042619168758392334, 'blob_brightness': 0.9243502616882324, 'blob_response': -0.03711637854576111, 'vessel_centre': [90.0, 209.0]}, {'vessel_blob_score': -1.4903391562749988, 'centre': [229.0, 180.0], 'radius': 57.01751796098172, 'blob_score': 0.7013458758592606, 'blob_contrast': 0.04717963933944702, 'blob_brightness': 0.9233533143997192, 'blob_response': -0.039094582200050354, 'vessel_centre': [90.0, 209.0]}]"
normal/normal_0030_EDD.jpg,normal,1,"[{'vessel_blob_score': 0.00042733740237776985, 'centre': [408.0, 210.0], 'radius': 90.50966799187809, 'blob_score': 0.7654780685901642, 'blob_contrast': 0.11755597591400146, 'blob_brightness': 0.9035854339599609, 'blob_response': -0.07706144452095032, 'vessel_centre': [496.0, 189.0]}]"
normal/normal_0031_EDD.jpg,normal,0,[]
normal/normal_0032_EDD.jpg,normal,5,"[{'vessel_blob_score': -1.9508393451233332, 'centre': [381.0, 248.0], 'radius': 35.918785545899944, 'blob_score': 0.7296866357326507, 'blob_contrast': 0.0227205753326416, 'blob_brightness': 0.9942139387130737, 'blob_response': -0.05508151650428772, 'vessel_centre': [286.0, 201.0]}, {'vessel_blob_score': -0.4897108045691283, 'centre': [223.0, 177.0], 'radius': 45.254833995939045, 'blob_score': 0.7249405682086945, 'blob_contrast': 0.02049422264099121, 'blob_brightness': 0.9938288331031799, 'blob_response': -0.043830811977386475, 'vessel_centre': [286.0, 201.0]}, {'vessel_blob_score': -1.5742869158273711, 'centre': [220.0, 297.0], 'radius': 45.254833995939045, 'blob_score': 0.7271218478679656, 'blob_contrast': 0.023223042488098145, 'blob_brightness': 0.9928085207939148, 'blob_response': -0.044664204120635986, 'vessel_centre': [286.0, 201.0]}, {'vessel_blob_score': -0.9074244703005945, 'centre': [228.0, 293.0], 'radius': 57.01751796098172, 'blob_score': 0.7372133314609527, 'blob_contrast': 0.0335041880607605, 'blob_brightness': 0.9922600388526917, 'blob_response': -0.04563558101654053, 'vessel_centre': [286.0, 201.0]}, {'vessel_blob_score': -0.41090250366989434, 'centre': [234.0, 288.0], 'radius': 71.83757109179989, 'blob_score': 0.7502440989017486, 'blob_contrast': 0.047899067401885986, 'blob_brightness': 0.9901655912399292, 'blob_response': -0.04614558815956116, 'vessel_centre': [286.0, 201.0]}]"
normal/normal_0033_EDD.jpg,normal,6,"[{'vessel_blob_score': -2.108809913867723, 'centre': [187.0, 122.0], 'radius': 35.918785545899944, 'blob_score': 0.7227513015270233, 'blob_contrast': 0.01784735918045044, 'blob_brightness': 0.995081901550293, 'blob_response': -0.04173305630683899, 'vessel_centre': [100.0, 192.0]}, {'vessel_blob_score': -6.748390416377187, 'centre': [377.0, 165.0], 'radius': 35.918785545899944, 'blob_score': 0.7245980992913246, 'blob_contrast': 0.030997931957244873, 'blob_brightness': 0.985412061214447, 'blob_response': -0.019058622419834137, 'vessel_centre': [100.0, 192.0]}, {'vessel_blob_score': 0.6322311782518806, 'centre': [114.0, 201.0], 'radius': 45.254833995939045, 'blob_score': 0.716782784461975, 'blob_contrast': 0.016354084014892578, 'blob_brightness': 0.993147611618042, 'blob_response': -0.026126861572265625, 'vessel_centre': [100.0, 192.0]}, {'vessel_blob_score': -1.7096225890667576, 'centre': [250.0, 155.0], 'radius': 57.01751796098172, 'blob_score': 0.7327374219894409, 'blob_contrast': 0.025105297565460205, 'blob_brightness': 0.9948745965957642, 'blob_response': -0.056099534034729004, 'vessel_centre': [100.0, 192.0]}, {'vessel_blob_score': -2.2149024029247686, 'centre': [235.0, 316.0], 'radius': 57.01751796098172, 'blob_score': 0.7467544078826903, 'blob_contrast': 0.040520429611206055, 'blob_brightness': 0.99354487657547, 'blob_response': -0.05376282334327698, 'vessel_centre': [100.0, 192.0]}, {'vessel_blob_score': -0.9852894484114336, 'centre': [238.0, 156.0], 'radius': 71.83757109179989, 'blob_score': 0.7419003725051879, 'blob_contrast': 0.03576630353927612, 'blob_brightness': 0.9928219318389893, 'blob_response': -0.055793583393096924, 'vessel_centre': [100.0, 192.0]}]"
normal/normal_0034_EDD.jpg,normal,0,[]
normal/normal_0035_EDD.jpg,normal,2,"[{'vessel_blob_score': -1.8370456684727512, 'centre': [238.0, 190.0], 'radius': 45.254833995939045, 'blob_score': 0.7007285296916961, 'blob_contrast': 0.05322831869125366, 'blob_brightness': 0.9139955639839172, 'blob_response': -0.0385165810585022, 'vessel_centre': [116.0, 230.0]}, {'vessel_blob_score': -1.4150609787850077, 'centre': [208.0, 289.0], 'radius': 45.254833995939045, 'blob_score': 0.6976071476936341, 'blob_contrast': 0.04178738594055176, 'blob_brightness': 0.9234699606895447, 'blob_response': -0.046953946352005005, 'vessel_centre': [116.0, 230.0]}]"
normal/normal_0036_EDD.jpg,normal,4,"[{'vessel_blob_score': -3.492783829731972, 'centre': [359.0, 303.0], 'radius': 35.918785545899944, 'blob_score': 0.7109660029411315, 'blob_contrast': 0.0446811318397522, 'blob_brightness': 0.935716450214386, 'blob_response': -0.05641677975654602, 'vessel_centre': [478.0, 194.0]}, {'vessel_blob_score': -1.6157762053069447, 'centre': [361.0, 176.0], 'radius': 45.254833995939045, 'blob_score': 0.7420044004917145, 'blob_contrast': 0.05780386924743652, 'blob_brightness': 0.9520793557167053, 'blob_response': -0.08872491121292114, 'vessel_centre': [478.0, 194.0]}, {'vessel_blob_score': -2.3786149621553503, 'centre': [365.0, 297.0], 'radius': 45.254833995939045, 'blob_score': 0.7164753854274749, 'blob_contrast': 0.054319798946380615, 'blob_brightness': 0.9302304983139038, 'blob_response': -0.05497118830680847, 'vessel_centre': [478.0, 194.0]}, {'vessel_blob_score': 0.1690022179788212, 'centre': [384.0, 206.0], 'radius': 114.03503592196344, 'blob_score': 0.7339031815528869, 'blob_contrast': 0.0924532413482666, 'blob_brightness': 0.9023961424827576, 'blob_response': -0.04886320233345032, 'vessel_centre': [478.0, 194.0]}]"
normal/normal_0037_EDD.jpg,normal,0,[]
normal/normal_0038_EDD.jpg,normal,1,"[{'vessel_blob_score': -0.8317750892302733, 'centre': [374.0, 242.0], 'radius': 35.918785545899944, 'blob_score': 0.7233639121055602, 'blob_contrast': 0.017436563968658447, 'blob_brightness': 0.9911884069442749, 'blob_response': -0.06047731637954712, 'vessel_centre': [347.0, 182.0]}]"
normal/normal_0039_EDD.jpg,normal,2,"[{'vessel_blob_score': -3.3254271032118217, 'centre': [272.0, 181.0], 'radius': 35.918785545899944, 'blob_score': 0.6510374039411544, 'blob_contrast': 0.04662299156188965, 'blob_brightness': 0.8537873029708862, 'blob_response': -0.03381650149822235, 'vessel_centre': [119.0, 208.0]}, {'vessel_blob_score': -2.2769316822295824, 'centre': [265.0, 182.0], 'radius': 45.254833995939045, 'blob_score': 0.6541063904762268, 'blob_contrast': 0.05255049467086792, 'blob_brightness': 0.8495759963989258, 'blob_response': -0.0342634916305542, 'vessel_centre': [119.0, 208.0]}]"
normal/normal_0040_EDD.jpg,normal,0,[]
normal/normal_0041_EDD.jpg,normal,0,[]
normal/normal_0042_EDD.jpg,normal,0,[]
normal/normal_0043_EDD.jpg,normal,1,"[{'vessel_blob_score': -4.392887309338658, 'centre': [368.0, 163.0], 'radius': 35.918785545899944, 'blob_score': 0.6425529003143311, 'blob_contrast': 0.02748727798461914, 'blob_brightness': 0.8714348077774048, 'blob_response': -0.025306284427642822, 'vessel_centre': [459.0, 334.0]}]"
normal/normal_0044_EDD.jpg,normal,2,"[{'vessel_blob_score': -0.7335603842463485, 'centre': [266.0, 316.0], 'radius': 57.01751796098172, 'blob_score': 0.7822635412216187, 'blob_contrast': 0.07685840129852295, 'blob_brightness': 0.9820252656936646, 'blob_response': -0.08993726968765259, 'vessel_centre': [309.0, 227.0]}, {'vessel_blob_score': 0.6433527434214585, 'centre': [278.0, 218.0], 'radius': 90.50966799187809, 'blob_score': 0.7977421879768372, 'blob_contrast': 0.0835314393043518, 'blob_brightness': 0.9851924180984497, 'blob_response': -0.12288028001785278, 'vessel_centre': [309.0, 227.0]}]"
normal/normal_0045_EDD.jpg,normal,1,"[{'vessel_blob_score': 0.049568354640903145, 'centre': [473.0, 196.0], 'radius': 45.254833995939045, 'blob_score': 0.7790222346782684, 'blob_contrast': 0.06886821985244751, 'blob_brightness': 0.9869123101234436, 'blob_response': -0.096576988697052, 'vessel_centre': [486.0, 237.0]}]"
normal/normal_0046_EDD.jpg,normal,1,"[{'vessel_blob_score': -0.025363186959168837, 'centre': [376.0, 213.0], 'radius': 57.01751796098172, 'blob_score': 0.7406388938426971, 'blob_contrast': 0.03605133295059204, 'blob_brightness': 0.9909738302230835, 'blob_response': -0.054529398679733276, 'vessel_centre': [319.0, 200.0]}]"
normal/normal_0047_EDD.jpg,normal,0,[]
normal/normal_0048_EDD.jpg,normal,1,"[{'vessel_blob_score': -2.118269799339872, 'centre': [373.0, 170.0], 'radius': 35.918785545899944, 'blob_score': 0.6533525884151459, 'blob_contrast': 0.02960646152496338, 'blob_brightness': 0.8847070336341858, 'blob_response': -0.022256016731262207, 'vessel_centre': [476.0, 214.0]}]"
normal/normal_0049_EDD.jpg,normal,2,"[{'vessel_blob_score': -1.9516272511527162, 'centre': [228.0, 190.0], 'radius': 35.918785545899944, 'blob_score': 0.7354983389377593, 'blob_contrast': 0.03761887550354004, 'blob_brightness': 0.9759558439254761, 'blob_response': -0.07355186343193054, 'vessel_centre': [122.0, 188.0]}, {'vessel_blob_score': -1.6978362278870818, 'centre': [177.0, 297.0], 'radius': 45.254833995939045, 'blob_score': 0.727370822429657, 'blob_contrast': 0.02386075258255005, 'blob_brightness': 0.9810999035835266, 'blob_response': -0.08370068669319153, 'vessel_centre': [122.0, 188.0]}]"
normal/normal_0050_EDD.jpg,normal,0,[]
normal/normal_0051_EDD.jpg,normal,5,"[{'vessel_blob_score': -3.232593058757881, 'centre': [283.0, 168.0], 'radius': 35.918785545899944, 'blob_score': 0.6860725820064544, 'blob_contrast': 0.043434977531433105, 'blob_brightness': 0.9060546159744263, 'blob_response': -0.04199686646461487, 'vessel_centre': [131.0, 165.0]}, {'vessel_blob_score': -2.0255428251131993, 'centre': [238.0, 184.0], 'radius': 35.918785545899944, 'blob_score': 0.6778859257698059, 'blob_contrast': 0.02711409330368042, 'blob_brightness': 0.9187375903129578, 'blob_response': -0.03827759623527527, 'vessel_centre': [131.0, 165.0]}, {'vessel_blob_score': -4.05235668075065, 'centre': [244.0, 307.0], 'radius': 35.918785545899944, 'blob_score': 0.6530074685811996, 'blob_contrast': 0.02672290802001953, 'blob_brightness': 0.8883489966392517, 'blob_response': -0.022201314568519592, 'vessel_centre': [131.0, 165.0]}, {'vessel_blob_score': -2.0743552423638354, 'centre': [270.0, 171.0], 'radius': 45.254833995939045, 'blob_score': 0.6908598750829696, 'blob_contrast': 0.04853111505508423, 'blob_brightness': 0.9059422016143799, 'blob_response': -0.040846094489097595, 'vessel_centre': [131.0, 165.0]}, {'vessel_blob_score': 0.8357051496498977, 'centre': [104.0, 112.0], 'radius': 362.03867196751236, 'blob_score': 0.6901554979383946, 'blob_contrast': 0.17079627513885498, 'blob_brightness': 0.7391254305839539, 'blob_response': -0.00985710695385933, 'vessel_centre': [131.0, 165.0]}]"
normal/normal_0052_EDD.jpg,normal,0,[]
normal/normal_0053_EDD.jpg,normal,1,"[{'vessel_blob_score': -1.3499585792955893, 'centre': [373.0, 171.0], 'radius': 57.01751796098172, 'blob_score': 0.7120528161525725, 'blob_contrast': 0.05777251720428467, 'blob_brightness': 0.9189645051956177, 'blob_response': -0.055025726556777954, 'vessel_centre': [505.0, 194.0]}]"
normal/normal_0054_EDD.jpg,normal,7,"[{'vessel_blob_score': -3.1640060111393913, 'centre': [381.0, 128.0], 'radius': 35.918785545899944, 'blob_score': 0.7221296310424804, 'blob_contrast': 0.019865334033966064, 'blob_brightness': 0.9908304214477539, 'blob_response': -0.04341500997543335, 'vessel_centre': [508.0, 207.0]}, {'vessel_blob_score': -6.546596128854302, 'centre': [238.0, 183.0], 'radius': 35.918785545899944, 'blob_score': 0.7306296050548553, 'blob_contrast': 0.022695481777191162, 'blob_brightness': 0.994780957698822, 'blob_response': -0.05793726444244385, 'vessel_centre': [508.0, 207.0]}, {'vessel_blob_score': -2.480184478293727, 'centre': [393.0, 256.0], 'radius': 35.918785545899944, 'blob_score': 0.7110623896121978, 'blob_contrast': 0.010730087757110596, 'blob_brightness': 0.9924288392066956, 'blob_response': -0.028160572052001953, 'vessel_centre': [508.0, 207.0]}, {'vessel_blob_score': -3.2336916726521636, 'centre': [442.0, 344.0], 'radius': 35.918785545899944, 'blob_score': 0.7252430111169815, 'blob_contrast': 0.03795868158340454, 'blob_brightness': 0.9760497808456421, 'blob_response': -0.020247414708137512, 'vessel_centre': [508.0, 207.0]}, {'vessel_blob_score': 0.3471067995069944, 'centre': [496.0, 234.0], 'radius': 45.254833995939045, 'blob_score': 0.7707598984241486, 'blob_contrast': 0.07001274824142456, 'blob_brightness': 0.9891223907470703, 'blob_response': -0.0418073832988739, 'vessel_centre': [508.0, 207.0]}, {'vessel_blob_score': -1.5400118417538922, 'centre': [401.0, 249.0], 'radius': 45.254833995939045, 'blob_score': 0.711478579044342, 'blob_contrast': 0.010944604873657227, 'blob_brightness': 0.9930310845375061, 'blob_response': -0.02706107497215271, 'vessel_centre': [508.0, 207.0]}, {'vessel_blob_score': -2.0792378367108326, 'centre': [340.0, 156.0], 'radius': 57.01751796098172, 'blob_score': 0.7429919064044952, 'blob_contrast': 0.03550368547439575, 'blob_brightness': 0.9935874938964844, 'blob_response': -0.059884876012802124, 'vessel_centre': [508.0, 207.0]}]"
normal/normal_0055_EDD.jpg,normal,2,"[{'vessel_blob_score': -2.4154119901557993, 'centre': [272.0, 158.0], 'radius': 45.254833995939045, 'blob_score': 0.7365579783916473, 'blob_contrast': 0.02764970064163208, 'blob_brightness': 0.9947512149810791, 'blob_response': -0.06291213631629944, 'vessel_centre': [121.0, 191.0]}, {'vessel_blob_score': 0.45111974780467823, 'centre': [140.0, 175.0], 'radius': 45.254833995939045, 'blob_score': 0.7311920940876007, 'blob_contrast': 0.028781533241271973, 'blob_brightness': 0.9941038489341736, 'blob_response': -0.03268933296203613, 'vessel_centre': [121.0, 191.0]}]"
normal/normal_0056_EDD.jpg,normal,2,"[{'vessel_blob_score': -0.1258823196538672, 'centre': [383.0, 228.0], 'radius': 57.01751796098172, 'blob_score': 0.7334055423736572, 'blob_contrast': 0.030176639556884766, 'blob_brightness': 0.9926303029060364, 'blob_response': -0.041938453912734985, 'vessel_centre': [322.0, 208.0]}, {'vessel_blob_score': 0.19840385302051156, 'centre': [376.0, 228.0], 'radius': 71.83757109179989, 'blob_score': 0.7462360858917236, 'blob_contrast': 0.04429030418395996, 'blob_brightness': 0.990769624710083, 'blob_response': -0.04203522205352783, 'vessel_centre': [322.0, 208.0]}]"
normal/normal_0057_EDD.jpg,normal,0,[]
normal/normal_0058_EDD.jpg,normal,0,[]
normal/normal_0059_EDD.jpg,normal,2,"[{'vessel_blob_score': -2.723775806842371, 'centre': [268.0, 325.0], 'radius': 35.918785545899944, 'blob_score': 0.7319340050220489, 'blob_contrast': 0.038229286670684814, 'blob_brightness': 0.9677537679672241, 'blob_response': -0.08138540387153625, 'vessel_centre': [325.0, 204.0]}, {'vessel_blob_score': 0.788081866666605, 'centre': [314.0, 209.0], 'radius': 57.01751796098172, 'blob_score': 0.7514970481395722, 'blob_contrast': 0.04765135049819946, 'blob_brightness': 0.9716114401817322, 'blob_response': -0.11858844757080078, 'vessel_centre': [325.0, 204.0]}]"
